Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;PS04;MGHM5;qValue;fold;log2(fold)
5784135;5783972;5783226;5783226;-;-;SCO5311;hypothetical protein;23;29;1;0,793103448;-0,334419039
6639597;6639597;6640451;;+;-;SCO6047;ABC transporter ATP-binding protein;23;29;1;0,793103448;-0,334419039
7850194;7850187;7849651;7849651;-;-;SCO7061;MarR family transcriptional regulator;24;29;1;0,827586207;-0,273018494
8545444;8545444;8545872;8545872;+;-;SCO7709;MarR family transcriptional regulator;24;29;1;0,827586207;-0,273018494
1177777;1177797;1178273;1178273;+;-;SCO1119;transcription regulator AsnC;25;29;1;0,862068966;-0,214124805
4854054;4854071;4855186;4855186;+;-;SCO4435;hypothetical protein;25;29;1;0,862068966;-0,214124805
;7864480;7865931;7865931;+;-;SCO7076;two-component histidine kinase;25;29;1;0,862068966;-0,214124805
7318137;7318137;7319177;7319177;+;-;SCO6598;transcriptional regulator;26;29;1;0,896551724;-0,157541277
;2117905;2117630;2117623;-;-;SCO1978;AbaA-like protein;27;29;1;0,931034483;-0,103093493
;1835784;1837109;;+;-;SCO1715;homogentisate 1,2-dioxygenase;28;29;1;0,965517241;-0,050626073
8086495;8086495;8086968;8086969;+;-;SCO7279;DNA-binding protein;28;29;1;0,965517241;-0,050626073
;8154562;8153726;8153726;-;-;SCO7339;hypothetical protein;28;29;1;0,965517241;-0,050626073
38768;38768;37614;37435;-;-;SCO0047;transcriptional regulator;29;29;1;1;0
2009469;2009469;2010041;;+;-;SCO1876;RNA polymerase sigma factor;30;29;1;1,034482759;0,0489096
7871968;7871921;7870734;7870614;-;-;SCO7081;phospholipase;30;29;1;1,034482759;0,0489096
7482717;7482698;7481508;7481368;-;-;SCO6729;hypothetical protein;31;29;1;1,068965517;0,096215315
8595528;8595528;8596418;;+;-;SCO7766;hypothetical protein;31;29;1;1,068965517;0,096215315
5468567;5468567;5469505;5469505;+;-;SCO5033;hydrogen peroxide sensing regulator;33;29;1;1,137931034;0,186413124
8473207;8473207;8473920;8473920;+;-;SCO7645;TetR family transcriptional regulator;34;29;1;1,172413793;0,229481846
1393213;1393213;1394196;1394247;+;-;SCO1318;hypothetical protein;22;30;1;0,733333333;-0,447458977
6212816;6212816;6211917;;-;-;SCO5700;kinase;24;30;1;0,8;-0,321928095
4568800;4568800;4570638;;+;-;SCO4152;5'-nucleotidase;25;30;1;0,833333333;-0,263034406
5187251;5187291;5188997;5188997;+;-;SCO4774;glycerol phosphate dehydrogenase;25;30;1;0,833333333;-0,263034406
5211922;5211922;5210501;5210213;-;-;SCO4790;hypothetical protein;27;30;1;0,9;-0,152003093
1996295;1996295;1995204;1995204;-;-;SCO1861;hypothetical protein;29;30;1;0,966666667;-0,0489096
825139;825139;824123;824123;-;-;SCO0776;hypothetical protein;30;30;1;1;0
1913090;1913090;1914382;1914394;+;-;SCO1789;hypothetical protein;30;30;1;1;0
3280002;3280002;3280577;3280577;+;-;SCO3006;acetyltransferase;34;30;1;1,133333333;0,180572246
8119746;8119746;8119513;;-;-;SCO7312;hypothetical protein;21;31;1;0,677419355;-0,561878888
;4629652;4628765;4628765;-;-;SCO4223;AraC family transcription regulator;22;31;1;0,709677419;-0,494764692
;7531179;7532117;;+;-;SCO6773;peptidase;22;31;1;0,709677419;-0,494764692
;1317505;1318791;1318791;+;-;SCO1245;adenosylmethionine-8-amino-7-oxononanoate aminotransferase;23;31;1;0,741935484;-0,430634354
503474;503474;503073;503073;-;-;SCO0483;hypothetical protein;24;31;1;0,774193548;-0,36923381
;1971428;1970085;;-;-;SCO1842;hypothetical protein;24;31;1;0,774193548;-0,36923381
7485381;7485381;7487561;7487605;+;-;SCO6732;fatty acid oxidative multifunctional enzyme;24;31;1;0,774193548;-0,36923381
3111894;3111894;3111340;3111340;-;-;SCO2853;hypothetical protein;25;31;1;0,806451613;-0,310340121
4685459;4685459;4684959;4684928;-;-;SCO4269;hypothetical protein;25;31;1;0,806451613;-0,310340121
7378070;7378070;7377777;7377628;-;-;SCO6642;hypothetical protein;25;31;1;0,806451613;-0,310340121
5108811;5108811;5108377;5108377;-;-;SCO4677;regulatory protein;28;31;1;0,903225806;-0,146841388
1596323;1596323;1595436;1595416;-;-;SCO1493;hypothetical protein;29;31;1;0,935483871;-0,096215315
1960424;1960424;1962211;1962216;+;-;SCO1830;hypothetical protein;29;31;1;0,935483871;-0,096215315
3371912;3371912;3372934;3372934;+;-;SCO3078;hypothetical protein;31;31;1;1;0
6680826;6680826;6678718;6678650;-;-;SCO6082;glycogen debranching protein;31;31;1;1;0
6144171;6144349;6145470;;+;-;SCO5646;solute binding lipoprotein;32;31;1;1,032258065;0,04580369
;7209379;7209795;;+;-;SCO6519;lyase;32;31;1;1,032258065;0,04580369
;256281;256442;;+;-;SCO0268;hypothetical protein;34;31;1;1,096774194;0,133266531
3723256;3723256;3722414;3721903;-;-;SCO3365;hypothetical protein;34;31;1;1,096774194;0,133266531
5363797;5363797;5364597;5364597;+;-;SCO4930;enoyl-CoA hydratase;34;31;1;1,096774194;0,133266531
6507329;6507329;6507988;;+;-;SCO5940;hypothetical protein;36;31;1;1,161290323;0,215728691
1851669;1851669;1851199;1851146;-;-;SCO1733;acetyltransferase;38;31;1;1,225806452;0,293731203
6758794;6758794;6759201;;+;-;SCO6156;regulatory protein;40;31;1;1,290322581;0,367731785
8177471;8177471;8176680;8176674;-;-;SCO7363;oxidoreductase;21;32;1;0,65625;-0,607682577
6995353;6995353;6994439;6994434;-;-;SCO6335;hypothetical protein;23;32;1;0,71875;-0,476438044
;8385164;8384103;8384103;-;-;SCO7561;esterase;24;32;1;0,75;-0,415037499
4779458;4779458;4782313;4782313;+;-;SCO4367;oxidoreductase;27;32;1;0,84375;-0,245112498
5536422;5536422;5536994;5536994;+;-;SCO5095;DNA-binding protein;27;32;1;0,84375;-0,245112498
;7020934;7021872;;+;-;SCO6360;ABC transporter ATP-binding protein;27;32;1;0,84375;-0,245112498
8098413;8098413;8097454;8097454;-;-;SCO7292;threonine dehydratase;27;32;1;0,84375;-0,245112498
7777253;7777172;7776162;7776162;-;-;SCO7003;hypothetical protein;28;32;1;0,875;-0,192645078
688609;688567;687554;687529;-;-;SCO0645;Zinc-containing dehydrogenase;29;32;1;0,90625;-0,142019005
2864222;2864407;2865597;2865597;+;-;SCO2636;hypothetical protein;29;32;1;0,90625;-0,142019005
7919627;7919627;7919133;7919133;-;-;SCO7127;hypothetical protein;29;32;1;0,90625;-0,142019005
4884932;4884932;4885462;4885552;+;-;SCO4465;hypothetical protein;31;32;1;0,96875;-0,04580369
6011964;6011964;6010717;6010717;-;-;SCO5518;transcriptional regulator;31;32;1;0,96875;-0,04580369
;5263034;5264980;5264981;+;-;SCO4831;glycine/betaine ABC transporter integral membrane protein;32;32;1;1;0
5288829;5288869;5290443;5290500;+;-;SCO4860;hydrolase;33;32;1;1,03125;0,044394119
2130524;2130524;2129838;2129777;-;-;SCO1993;hypothetical protein;34;32;1;1,0625;0,087462841
6498231;6498231;6497455;6497455;-;-;SCO5929;oxidoreductase;34;32;1;1,0625;0,087462841
5699058;5699058;5699702;5699702;+;-;SCO5238;TetR family transcriptional regulator;35;32;1;1,09375;0,129283017
;2613846;2615030;2615030;+;-;SCO2436;hypothetical protein;36;32;1;1,125;0,169925001
5713311;5713322;5713906;5713915;+;-;SCO5252;hypothetical protein;22;33;1;0,666666667;-0,584962501
1807505;1807505;1807897;1807897;+;-;SCO1687;hypothetical protein;24;33;1;0,727272727;-0,459431619
;3765006;3765509;3765757;+;-;SCO3399;hypothetical protein;24;33;1;0,727272727;-0,459431619
;7019506;7020435;7020561;+;-;SCO6359;hypothetical protein;24;33;1;0,727272727;-0,459431619
7484114;7484114;7485328;7485328;+;-;SCO6731;acetyl-CoA acetyltransferase;26;33;1;0,787878788;-0,343954401
4871941;4871941;4871042;4871042;-;-;SCO4449;hydrolase;27;33;1;0,818181818;-0,289506617
1316289;1316289;1317512;;+;-;SCO1244;biotin synthase;28;33;1;0,848484848;-0,237039197
2165253;2165253;2162746;2162746;-;-;SCO2018;aminopeptidase;28;33;1;0,848484848;-0,237039197
3379380;3379088;3378735;3378636;-;-;SCO3085;hypothetical protein;28;33;1;0,848484848;-0,237039197
;4209661;4208264;;-;-;SCO3827;molybdenum cofactor biosynthesis protein;28;33;1;0,848484848;-0,237039197
;7021869;7022708;;+;-;SCO6361;hypothetical protein;28;33;1;0,848484848;-0,237039197
8394788;8394796;8397792;8398011;+;-;SCO7572;oxidoreductase;28;33;1;0,848484848;-0,237039197
8385997;8385997;8385161;;-;-;SCO7562;transcriptional regulator;29;33;1;0,878787879;-0,186413124
3161360;3161326;3160574;3160574;-;-;SCO2908;hypothetical protein;30;33;1;0,909090909;-0,137503524
4853069;4853069;4853965;4853965;+;-;SCO4434;LysR family transcriptional regulator;31;33;1;0,939393939;-0,090197809
;5321317;5322441;;+;-;SCO4887;sugar ABC transporter integral membrane protein;31;33;1;0,939393939;-0,090197809
5770348;5770348;5769695;5769695;-;-;SCO5296;TetR family transcriptional regulator;31;33;1;0,939393939;-0,090197809
7574897;7574897;7575238;7575238;+;-;SCO6813;transcription regulator ArsR;31;33;1;0,939393939;-0,090197809
8554087;8554087;8553428;8553377;-;-;SCO7719;TetR family transcriptional regulator;31;33;1;0,939393939;-0,090197809
2976666;2976666;2978948;2978948;+;-;SCO2731;cation-transporting P-type ATPase;32;33;1;0,96969697;-0,044394119
4724956;4724956;4724168;4724158;-;-;SCO4312;hypothetical protein;32;33;1;0,96969697;-0,044394119
8334732;8334732;8334151;8334151;-;-;SCO7519;sugar acetyltransferase;32;33;1;0,96969697;-0,044394119
1411647;1411647;1411826;1411879;+;-;SCO1334;hypothetical protein;33;33;1;1;0
2661818;2661818;2662504;2662521;+;-;SCO2472;hypothetical protein;33;33;1;1;0
3536945;3536945;3538660;3538664;+;-;SCO3225;two component sensor kinase;33;33;1;1;0
1682570;1682570;1683286;1683287;+;-;SCO1572;hypothetical protein;34;33;1;1,03030303;0,043068722
2759789;2759789;2758482;2758468;-;-;SCO2559;coproporphyrinogen III oxidase;35;33;1;1,060606061;0,084888898
;2496748;2497599;2497599;+;-;SCO2325;hypothetical protein;36;33;1;1,090909091;0,125530882
6579212;6579171;6578743;6578743;-;-;SCO6002;hypothetical protein;36;33;1;1,090909091;0,125530882
4789565;4789565;4790059;;+;-;SCO4375;MarR family regulatory protein;37;33;1;1,121212121;0,165059246
6599033;6599033;6598656;6598651;-;-;SCO6015;hypothetical protein;37;33;1;1,121212121;0,165059246
;6568779;6571592;6571592;+;-;SCO5996;hypothetical protein;22;34;1;0,647058824;-0,628031223
511083;511124;512215;512215;+;-;SCO0490;esterase;24;34;1;0,705882353;-0,502500341
4934597;4934597;4934190;4934190;-;-;SCO4510;hypothetical protein;25;34;1;0,735294118;-0,443606651
609186;609186;608902;;-;-;SCO0566;hypothetical protein;26;34;1;0,764705882;-0,387023123
6565701;6565701;6566195;6566195;+;-;SCO5992;hypothetical protein;29;34;1;0,852941176;-0,229481846
1313717;1313640;1313128;1313128;-;-;SCO1241;hypothetical protein;30;34;1;0,882352941;-0,180572246
4466665;4466665;4466063;4466063;-;-;SCO4072;LuxR family transcripitonal regulator;30;34;1;0,882352941;-0,180572246
4366736;4366736;4364694;4364694;-;-;SCO3964;hypothetical protein;31;34;1;0,911764706;-0,133266531
5319704;5319704;5321317;;+;-;SCO4886;sugar ABC transporter ATP-binding protein;31;34;1;0,911764706;-0,133266531
1606679;1606679;1608931;1608931;+;-;SCO1504;regulator;32;34;1;0,941176471;-0,087462841
8293314;8293314;8292151;8292151;-;-;SCO7479;hypothetical protein;33;34;1;0,970588235;-0,043068722
1252179;1252179;1256141;;+;-;SCO1184;hypothetical protein;35;34;1;1,029411765;0,041820176
2091822;2091825;2092931;;+;-;SCO1956;LacI family transcription regulator;35;34;1;1,029411765;0,041820176
1277252;1277253;1277477;1277511;+;-;SCO1205;hypothetical protein;36;34;1;1,058823529;0,08246216
762485;762485;762009;761986;-;-;SCO0719;hypothetical protein;38;34;1;1,117647059;0,160464672
;6375020;6375709;6375778;+;-;SCO5825;two-component response regulator;38;34;1;1,117647059;0,160464672
;5322438;5323712;;+;-;SCO4888;sugar ABC transporter integral membrane protein;40;34;1;1,176470588;0,234465254
1776396;1776333;1772821;1772821;-;-;SCO1657;methionine synthase;23;35;1;0,657142857;-0,605721061
4347116;4347161;4348843;4348843;+;-;SCO3948;two component sensor;27;35;1;0,771428571;-0,374395515
;2495060;2496751;;+;-;SCO2324;ABC transporter ATP-binding protein;28;35;1;0,8;-0,321928095
8143038;8143021;8141930;8141930;-;-;SCO7331;carboxylate-amine ligase;28;35;1;0,8;-0,321928095
5176285;5176285;5175044;5175044;-;-;SCO4763;hypothetical protein;30;35;1;0,857142857;-0,222392421
2493924;2493924;2495063;;+;-;SCO2323;hypothetical protein;31;35;1;0,885714286;-0,175086707
4251440;4251389;4250514;4250514;-;-;SCO3866;hypothetical protein;31;35;1;0,885714286;-0,175086707
1544658;1544653;1543454;1543454;-;-;SCO1447;transcriptional regulator;32;35;1;0,914285714;-0,129283017
4321502;4321502;4319961;4319961;-;-;SCO3927;hypothetical protein;32;35;1;0,914285714;-0,129283017
6201754;6201527;6200514;6200514;-;-;SCO5692;transcriptional regulator;32;35;1;0,914285714;-0,129283017
;2508881;2509552;;+;-;SCO2338;O-methyltransferase;33;35;1;0,942857143;-0,084888898
3363212;3363212;3362037;3362030;-;-;SCO3070;imidazolonepropionase;33;35;1;0,942857143;-0,084888898
7918561;7918561;7919013;7919038;+;-;SCO7126;hypothetical protein;33;35;1;0,942857143;-0,084888898
6070895;6070914;6071774;6071866;+;-;SCO5573;formamidopyrimidine-DNA glycosylase;34;35;1;0,971428571;-0,041820176
662373;662373;663014;663014;+;-;SCO0622;TetR family transcriptional regulator;35;35;1;1;0
7247175;7247175;7247876;7247876;+;-;SCO6550;oxidoreductase;36;35;1;1,028571429;0,040641984
3212738;3212738;3212154;3212154;-;-;SCO2954;RNA polymerase sigma factor SigL;38;35;1;1,085714286;0,118644496
7719441;7719441;7717864;7717864;-;-;SCO6953;hypothetical protein;38;35;1;1,085714286;0,118644496
661616;661607;661329;661277;-;-;SCO0620;hypothetical protein;39;35;1;1,114285714;0,156119202
;5267128;5266682;;-;-;SCO4834;hypothetical protein;40;35;1;1,142857143;0,192645078
;6659276;6658857;6658856;-;-;SCO6068;hypothetical protein;40;35;1;1,142857143;0,192645078
8438157;8438157;8438870;8439013;+;-;SCO7611;hypothetical protein;40;35;1;1,142857143;0,192645078
1975238;1975249;1975470;1975470;+;-;SCO1846;hypothetical protein;45;35;1;1,285714286;0,362570079
8587376;8587396;8587620;8587620;+;-;SCO7756;hypothetical protein;27;36;1;0,75;-0,415037499
4616019;4616019;4616486;4616486;+;-;SCO4207;hypothetical protein;29;36;1;0,805555556;-0,311944006
8079047;8079047;8078532;8078402;-;-;SCO7269;hypothetical protein;31;36;1;0,861111111;-0,215728691
2742662;2742662;2743459;2743459;+;-;SCO2544;IclR family transcriptional regulator;32;36;1;0,888888889;-0,169925001
6062498;6062511;6064280;6064283;+;-;SCO5565;hypothetical protein;32;36;1;0,888888889;-0,169925001
7857217;7857217;7857768;7857859;+;-;SCO7067;hypothetical protein;32;36;1;0,888888889;-0,169925001
3659603;3659537;3658635;3658635;-;-;SCO3307;hypothetical protein;33;36;1;0,916666667;-0,125530882
4577214;4577223;4578059;4578059;+;-;SCO4160;hydrolase;33;36;1;0,916666667;-0,125530882
3850388;3850388;3851866;3851887;+;-;SCO3486;aldehyde dehydrogenase;35;36;1;0,972222222;-0,040641984
4449100;4449100;4447967;4447967;-;-;SCO4055;alcohol dehydrogenase;35;36;1;0,972222222;-0,040641984
1400584;1400584;1401057;1401057;+;-;SCO1325;hypothetical protein;36;36;1;1;0
;1947013;1948407;1948434;+;-;SCO1817;hypothetical protein;38;36;1;1,055555556;0,078002512
7306108;7306108;7305602;7305569;-;-;SCO6591;hypothetical protein;39;36;1;1,083333333;0,115477217
8293353;8293353;8293976;8294022;+;-;SCO7480;hypothetical protein;40;36;1;1,111111111;0,152003093
1870963;1870961;1869768;1869768;-;-;SCO1750;acyl CoA dehydrogenase;41;36;1;1,138888889;0,187627003
4017806;4017806;4016388;;-;-;SCO3639;two-component system sensor kinase;41;36;1;1,138888889;0,187627003
4413733;4413733;4413017;4413017;-;-;SCO4017;iron dependent repressor;41;36;1;1,138888889;0,187627003
4627767;4627767;4627348;4627348;-;-;SCO4220;hypothetical protein;41;36;1;1,138888889;0,187627003
;2166835;2167428;2167428;+;-;SCO2021;hypothetical protein;42;36;1;1,166666667;0,222392421
2336218;2336218;2337411;2337574;+;-;SCO2173;adenosylcobinamide kinase/adenosylcobinamide phosphate guanylyltransferase;28;37;1;0,756756757;-0,402098444
2354580;2355010;2355858;2355858;+;-;SCO2188;peptidase;28;37;1;0,756756757;-0,402098444
7839207;7839207;7840130;7840152;+;-;SCO7049;glutaminase;29;37;1;0,783783784;-0,351472371
8178186;8178186;8177482;8177482;-;-;SCO7364;TetR family transcriptional regulator;29;37;1;0,783783784;-0,351472371
8403793;8403793;8404608;8404730;+;-;SCO7580;hypothetical protein;30;37;1;0,810810811;-0,30256277
1650311;1650311;1650790;1650790;+;-;SCO1541;regulator;31;37;1;0,837837838;-0,255257055
7601654;7601654;7602007;7602007;+;-;SCO6830;transcription regulator ArsR;32;37;1;0,864864865;-0,209453366
2437237;2437237;2436593;2436593;-;-;SCO2268;hypothetical protein;33;37;1;0,891891892;-0,165059246
1800620;1800620;1801381;;+;-;SCO1681;gluconate dehydrogenase;34;37;1;0,918918919;-0,121990524
3673771;3673771;3673466;3673411;-;-;SCO3321;redoxin;35;37;1;0,945945946;-0,080170349
8339560;8339560;8337389;8337388;-;-;SCO7522;DNA ligase;35;37;1;0,945945946;-0,080170349
343165;343165;342578;342578;-;-;SCO0340;hypothetical protein;36;37;1;0,972972973;-0,039528364
6782567;6782431;6781601;6781365;-;-;SCO6176;hypothetical protein;37;37;1;1;0
4186775;4186809;4187633;4187685;+;-;SCO3808;hypothetical protein;39;37;1;1,054054054;0,075948853
4350991;4350980;4350063;4350063;-;-;SCO3950;hypothetical protein;39;37;1;1,054054054;0,075948853
2980558;2980558;2981592;2981592;+;-;SCO2734;LysR family transcriptional regulator;40;37;1;1,081081081;0,112474729
3331178;3331178;3332596;3332759;+;-;SCO3043;hypothetical protein;40;37;1;1,081081081;0,112474729
6151543;6151543;6151136;6151124;-;-;SCO5652;hypothetical protein;41;37;1;1,108108108;0,148098639
6103533;6103534;6104052;6104084;+;-;SCO5600;hypothetical protein;42;37;1;1,135135135;0,182864057
4915276;4915292;4915816;4915816;+;-;SCO4496;acetyltransferase;28;38;1;0,736842105;-0,440572591
4210613;4210572;4209661;;-;-;SCO3828;molybdopterin-guanine dinucleotide biosynthesis protein;29;38;1;0,763157895;-0,389946518
2660754;2660754;2659480;2659480;-;-;SCO2470;deoxyguanosinetriphosphate triphosphohydrolase-like protein;30;38;1;0,789473684;-0,341036918
2728656;2728656;2728922;2728954;+;-;SCO2530;hypothetical protein;31;38;1;0,815789474;-0,293731203
4517920;4517925;4521269;4521269;+;-;SCO4116;AfsR-like regulatory protein;32;38;1;0,842105263;-0,247927513
4703578;4703578;4704450;4704463;+;-;SCO4288;phosphatase;34;38;1;0,894736842;-0,160464672
547757;547743;547135;547135;-;-;SCO0512;regulatory protein;36;38;1;0,947368421;-0,078002512
1544766;1544766;1545977;1545977;+;-;SCO1448;transporter;37;38;1;0,973684211;-0,038474148
8139512;8139467;8139033;8139033;-;-;SCO7328;regulatory protein;37;38;1;0,973684211;-0,038474148
8255346;8255348;8255941;8255941;+;-;SCO7441;transcriptional regulator;37;38;1;0,973684211;-0,038474148
2124694;2124631;2122775;;-;-;SCO1985;hypothetical protein;38;38;1;1;0
2691805;2691805;2693250;2693250;+;-;SCO2498;efflux protein;38;38;1;1;0
2351510;2351510;2352493;2352493;+;-;SCO2184;transcriptional regulator;39;38;1;1,026315789;0,037474705
4646531;;;4646607;+;-;SCOt47;Thr tRNA;39;38;1;1,026315789;0,037474705
8360931;8360931;8360197;8360106;-;-;SCO7539;TetR family transcriptional regulator;39;38;1;1,026315789;0,037474705
;4090508;4089285;4089213;-;-;SCO3714;transposase;40;38;1;1,052631579;0,074000581
7901213;7901153;7900740;7900587;-;-;SCO7111;hydroperoxide resistance protein;42;38;1;1,105263158;0,144389909
3168248;3168248;3168835;3168917;+;-;SCO2918;nicotinamidase;44;38;1;1,157894737;0,211504105
4612070;4611975;4610815;4610815;-;-;SCO4202;hypothetical protein;45;38;1;1,184210526;0,243925583
6327473;6327473;6327186;6327175;-;-;SCO5790;hypothetical protein;26;39;1;0,666666667;-0,584962501
4225387;4225387;4223858;4223858;-;-;SCO3841;hypothetical protein;29;39;1;0,743589744;-0,427421224
2854111;2854005;2853163;2853163;-;-;SCO2626;DNA repair hydrolase (fragment);30;39;1;0,769230769;-0,378511623
548901;548968;549621;549621;+;-;SCO0514;hypothetical protein;33;39;1;0,846153846;-0,2410081
2247578;2247578;2246958;;-;-;SCO2091;hypothetical protein;33;39;1;0,846153846;-0,2410081
2750867;2750867;2747664;2747635;-;-;SCO2549;protease;33;39;1;0,846153846;-0,2410081
;2995911;2996300;2996300;+;-;SCO2749;D-ribose pyranase;33;39;1;0,846153846;-0,2410081
8235626;8235564;8235013;;-;-;SCO7419;ATP/GTP binding protein;35;39;1;0,897435897;-0,156119202
8444820;8444820;8445614;8445614;+;-;SCO7618;transcriptional regulator;36;39;1;0,923076923;-0,115477217
5449578;5449578;5450174;5450174;+;-;SCO5013;hypothetical protein;37;39;1;0,948717949;-0,075948853
6519685;6519692;6520303;6520303;+;-;SCO5951;transcriptional regulator;37;39;1;0,948717949;-0,075948853
6645315;6645312;6643915;6643864;-;-;SCO6052;hypothetical protein;37;39;1;0,948717949;-0,075948853
;1963594;1963007;1963007;-;-;SCO1832;hypothetical protein;38;39;1;0,974358974;-0,037474705
7874908;7874908;7873970;7873948;-;-;SCO7087;oxidoreductase;38;39;1;0,974358974;-0,037474705
8076816;8076808;8076071;;-;-;SCO7266;3-oxoacyl-ACP reductase;39;39;1;1;0
1929644;1929643;1929011;1929006;-;-;SCO1801;two component response regulator;40;39;1;1,025641026;0,036525876
4914481;4914637;4915275;4915275;+;-;SCO4495;DNA polymerase-like protein;40;39;1;1,025641026;0,036525876
;7198708;7198890;7198890;+;-;SCO6507;gas vesicle synthesis protein;41;39;1;1,051282051;0,072149786
2147682;2147859;2148404;;+;-;SCO2006;hypothetical protein;43;39;1;1,102564103;0,140862536
806960;806966;808135;808140;+;-;SCO0763;oxidoreductase;45;39;1;1,153846154;0,206450877
5267634;5267634;5267125;;-;-;SCO4835;hypothetical protein;46;39;1;1,179487179;0,238159737
8549873;8549883;8550365;8550365;+;-;SCO7714;acetyltransferase;46;39;1;1,179487179;0,238159737
3474218;3474185;3473958;3473958;-;-;SCO3169;hypothetical protein;47;39;1;1,205128205;0,269186633
4433630;;;4433546;-;-;SCOt37;Ser tRNA;54;39;1;1,384615385;0,469485283
;6540971;6541324;6541330;+;-;SCO5969;hypothetical protein;26;40;1;0,65;-0,621488377
6650674;6650674;6651471;6651504;+;-;SCO6058;hypothetical protein;29;40;1;0,725;-0,4639471
3103495;3103493;3102939;3102939;-;-;SCO2842;hypothetical protein;30;40;1;0,75;-0,415037499
5445482;5445482;5445877;5445877;+;-;SCO5008;septum site-determining protein;31;40;1;0,775;-0,367731785
5497889;5497856;5496474;5496474;-;-;SCO5057;amino acid permease;31;40;1;0,775;-0,367731785
;8235982;8235635;8235635;-;-;SCO7420;hypothetical protein;32;40;1;0,8;-0,321928095
1828914;1828912;1828712;1828712;-;-;SCO1708;hypothetical protein;33;40;1;0,825;-0,277533976
8003570;8003564;8003169;8003087;-;-;SCO7199;hypothetical protein;33;40;1;0,825;-0,277533976
1930823;1930823;1929645;1929645;-;-;SCO1802;two-component system sensor kinase;34;40;1;0,85;-0,234465254
7233979;7233979;7234725;7234725;+;-;SCO6541;hypothetical protein;35;40;1;0,875;-0,192645078
2907651;2907651;2906677;2906677;-;-;SCO2670;O-methyltransferase;36;40;1;0,9;-0,152003093
6754784;6754784;6753801;6753788;-;-;SCO6153;regulatory protein;37;40;1;0,925;-0,112474729
3328322;3328322;3329113;3329113;+;-;SCO3041;hypothetical protein;38;40;1;0,95;-0,074000581
;4994787;4996445;4996445;+;-;SCO4575;NADH dehydrogenase subunit N;39;40;1;0,975;-0,036525876
7808125;7808129;7809061;7809061;+;-;SCO7022;hypothetical protein;39;40;1;0,975;-0,036525876
2518621;2518626;2520308;2520308;+;-;SCO2349;hypothetical protein;40;40;1;1;0
;3442013;3442183;;+;-;SCO3142;hypothetical protein;40;40;1;1;0
4686242;4686242;4685643;4685643;-;-;SCO4270;transcriptional regulator;41;40;1;1,025;0,03562391
4583216;4583216;4582548;4582548;-;-;SCO4167;TetR family transcriptional regulator;42;40;1;1,05;0,070389328
4615969;4615969;4615154;4615154;-;-;SCO4206;AraC family transcription regulator;42;40;1;1,05;0,070389328
2791648;2791648;2790362;2790362;-;proA;SCO2585;gamma-glutamyl phosphate reductase;43;40;1;1,075;0,10433666
3071958;3071960;3072526;3072526;+;-;SCO2813;hypothetical protein;43;40;1;1,075;0,10433666
;5261850;5263034;;+;-;SCO4830;glycine/betaine ABC transporter ATP-binding protein;43;40;1;1,075;0,10433666
1629032;1629021;1628479;1628470;-;-;SCO1524;hypothetical protein;46;40;1;1,15;0,201633861
729107;729117;730289;730289;+;-;SCO0688;hypothetical protein;47;40;1;1,175;0,232660757
7198891;7198892;7199188;7199188;+;-;SCO6508;gas vesicle synthesis protein;26;41;1;0,634146341;-0,657112286
6402591;6402599;6403366;6403366;+;-;SCO5847;transcriptional regulator;29;41;1;0,707317073;-0,499571009
6213361;6213359;6212856;6212817;-;-;SCO5701;hypothetical protein;31;41;1;0,756097561;-0,403355694
8168759;8168703;8168062;8168062;-;-;SCO7355;hypothetical protein;31;41;1;0,756097561;-0,403355694
6723322;6723322;6724296;6724306;+;-;SCO6118;AraC family transcription regulator;34;41;1;0,829268293;-0,270089163
8194767;8194767;8195147;8195158;+;-;SCO7383;hypothetical protein;34;41;1;0,829268293;-0,270089163
431327;431327;431551;;+;-;SCO0411;hypothetical protein;36;41;1;0,87804878;-0,187627003
6178121;6178250;6180280;6180334;+;-;SCO5677;ATP/GTP binding protein;36;41;1;0,87804878;-0,187627003
3515160;3515160;3513616;3513480;-;-;SCO3206;transmembrane efflux protein;37;41;1;0,902439024;-0,148098639
5449324;5449378;5449575;5449575;+;-;SCO5012;hypothetical protein;37;41;1;0,902439024;-0,148098639
4370575;4370548;4370066;4370066;-;-;SCO3969;ATP/GTP-binding protein;38;41;1;0,926829268;-0,109624491
5324121;5324126;5325409;5325409;+;deoA;SCO4890;thymidine phosphorylase;38;41;1;0,926829268;-0,109624491
2705836;2705836;2706738;2706738;+;-;SCO2507;metal transport ABC transporter;39;41;1;0,951219512;-0,072149786
2135880;2135883;2138879;2138879;+;-;SCO2000;ATP-binding RNA helicase;42;41;1;1,024390244;0,034765418
1076798;1076719;1075397;1075250;-;-;SCO1020;hypothetical protein;43;41;1;1,048780488;0,06871275
4708383;4708607;4709893;;+;-;SCO4293;threonine synthase;43;41;1;1,048780488;0,06871275
5882480;5882480;5881074;5881074;-;-;SCO5411;integrase/recombinase;43;41;1;1,048780488;0,06871275
850099;850042;849194;849194;-;-;SCO0802;hypothetical protein;44;41;1;1,073170732;0,101879614
537560;537623;538942;538942;+;-;SCO0504;DEAD/DEAH box helicase;45;41;1;1,097560976;0,134301092
