Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;PS04;MGP10;qValue;fold;log2
3491143;3491068;3488258;3488243;-;-;SCO3184;penicillin acylase;211;187;0,005315646;1,128342246;0,174204729
2904798;2904844;2906658;2907018;+;-;SCO2669;hypothetical protein;238;187;2,42E-04;1,272727273;0,347923303
6761552;6761595;6762416;6762416;+;-;SCO6159;GntR family transcriptional regulator;244;187;0,011728715;1,304812834;0,383842878
4287610;;;4287583;-;-;predicted RNA;-;248;187;1;1,326203209;0,40730185
4043666;4043665;4043330;4043317;-;-;SCO3662;hypothetical protein;292;187;0,046705429;1,561497326;0,642930099
5152333;5152417;5153223;5153327;+;-;SCO4739;lipoprotein;364;187;1,02E-06;1,946524064;0,96090018
6393162;6393195;6393890;6393890;+;-;SCO5840;transcriptional regulator;66;188;0,004615517;0,35106383;-1,510194732
;7714825;7715706;7715757;+;-;SCO6951;hypothetical protein;96;188;0,586686339;0,510638298;-0,969626351
5049888;5049893;5050702;;+;-;SCO4628;regulator;120;188;1;0,638297872;-0,647698256
1668922;;;1669237;+;-;predicted RNA;antisense: SCO1556 SCO1557;121;188;0,747537181;0,643617021;-0,635725614
5348311;5348311;5349015;5349015;+;-;SCO4915;hypothetical protein;172;188;0,601433425;0,914893617;-0,128324097
2549891;2549891;2550712;2550746;+;-;SCO2380;hypothetical protein;216;188;0,062858359;1,14893617;0,20029865
4595605;4595605;4596861;4596894;+;-;SCO4186;hypothetical protein;222;188;0,010112516;1,180851064;0,239827015
;4316725;4315547;4315502;-;-;SCO3920;cystathionine gamma-lyase;234;188;0,005213895;1,244680851;0,315775868
7345061;7345061;7347256;7347267;+;-;SCO6623;ATP/GTP binding protein;253;188;2,64E-05;1,345744681;0,428404723
1906240;;;1906159;-;-;predicted RNA;-;269;188;0,924333514;1,430851064;0,516873511
4587829;4587828;4587481;4586916;-;-;SCO4173;hypothetical protein;307;188;0,021198007;1,632978723;0,707505994
4505460;;;4505533;+;-;SCOt46;Met tRNA;126;189;0,479495459;0,666666667;-0,584962501
6996447;;;6996329;-;-;predicted RNA;antisense: SCO6336;160;189;1;0,846560847;-0,240314329
3958187;3958243;3960513;3960514;+;-;SCO3580;transpeptidase;169;189;0,06689875;0,894179894;-0,161362988
5586382;5586476;5587555;5587653;+;-;SCO5139;succinyl-diaminopimelate desuccinylase;180;189;0,182392417;0,952380952;-0,070389328
3510004;;;3510311;+;-;predicted RNA;-;188;189;1;0,994708995;-0,007653573
5574687;5574738;5577065;5577071;+;-;SCO5128;hypothetical protein;221;189;8,49E-04;1,169312169;0,225660135
4865923;4865850;4864966;4864859;-;-;SCO4443;MerR family transcriptional regulator;233;189;0,016698103;1,232804233;0,30194372
2756952;2756986;2757810;2758004;+;-;SCO2557;hypothetical protein;243;189;0,012988272;1,285714286;0,362570079
4607250;;;4607064;-;-;predicted RNA;-;266;189;0,352635049;1,407407407;0,493040011
;2085561;2084575;2084564;-;-;SCO1950;hypothetical protein;301;189;6,40E-05;1,592592593;0,671377253
4978604;4978495;4977869;4977852;-;-;SCO4560;polypetide deformylase;115;190;1;0,605263158;-0,724365557
5699733;5700131;5701606;5701790;+;-;SCO5239;histidine kinase;149;190;0,443692945;0,784210526;-0,350687088
5950578;5950745;5951407;5951691;+;-;SCO5465;hypothetical protein;166;190;0,834064163;0,873684211;-0,194816177
1211456;1211409;1210615;1210169;-;-;SCO1151;hypothetical protein;209;190;0,104275178;1,1;0,137503524
4243918;4243938;4244486;4244572;+;-;SCO3859;DNA-binding protein;217;190;0,199285389;1,142105263;0,191695624
5955986;;;5956150;+;-;predicted RNA;antisense: glyA;81;191;0,017661635;0,42408377;-1,237578825
6108461;6108466;6108660;6108739;+;-;SCO5607;transcriptional regulator;121;191;0,513204708;0,633507853;-0,658565591
1535733;1535733;1534876;1534876;-;hisG;SCO1438;ATP phosphoribosyltransferase;152;191;0,831877133;0,795811518;-0,329501315
4945419;;;4945245;-;-;predicted RNA;antisense: SCO4524;174;191;1;0,910994764;-0,134485332
3699947;;;3699922;-;-;predicted RNA;-;210;191;1;1,09947644;0,13681669
5495897;5495897;5494689;5494689;-;xseA;SCO5056;exodeoxyribonuclease VII large subunit;234;191;0,005898948;1,22513089;0,292935892
1634526;1634572;1636227;1636461;+;-;SCO1529;hypothetical protein;286;191;2,54E-06;1,497382199;0,582442509
6351333;6351333;6350725;6350716;-;-;SCO5806;hypothetical protein;334;191;2,71E-04;1,748691099;0,806275464
7444433;7444457;7445071;7445154;+;-;SCO6694;transcriptional regulator;108;192;0,727834089;0,5625;-0,830074999
4778003;4778003;4778245;4778284;+;-;SCO4365;hypothetical protein;120;192;0,512887337;0,625;-0,678071905
1211504;1211504;1214068;1214068;+;-;SCO1152;helicase;129;192;0,933351701;0,671875;-0,573735245
4200581;4200767;4202437;4202438;+;-;SCO3821;Ser/Thr protein kinase;161;192;0,229092137;0,838541667;-0,254045623
7512210;7512283;7512966;7512974;+;-;SCO6755;transferase;177;192;0,575147898;0,921875;-0,117356951
6729090;6729088;6728774;6728703;-;-;SCO6126;hypothetical protein;187;192;1;0,973958333;-0,038068041
3486478;3486478;3485204;3485118;-;-;SCO3181;molybdopterin biosynthesis protein;213;192;0,021430521;1,109375;0,14974712
8216456;;;8216438;-;-;predicted RNA;-;290;192;1;1,510416667;0,594946589
5232523;;;5232208;-;-;predicted RNA;antisense: SCO4805;104;193;0,238258864;0,538860104;-0,892017319
4640723;;;4640748;+;-;predicted RNA;-;111;193;0,274806677;0,575129534;-0,798041171
4823986;;;4824201;+;-;predicted RNA;antisense: SCO4405;122;193;0,554292729;0,632124352;-0,6617197
1573413;1573398;1571971;1570944;-;-;SCO1472;Sun-family protein;141;193;0,702278412;0,730569948;-0,452905685
1881881;1881727;1881032;;-;cmk;SCO1760;cytidylate kinase;143;193;1;0,740932642;-0,4325857
2558045;2558045;2559250;2559269;+;-;SCO2386;hypothetical protein;205;193;0,043578255;1,062176166;0,087023062
5937458;5937458;5935476;;-;-;SCO5451;ABC transporter;266;193;1,48E-05;1,378238342;0,462825398
3273884;3273572;3268611;3268611;-;-;SCO2999;hypothetical protein;318;193;1,40E-11;1,647668394;0,720425918
5670188;5670046;5669723;5669565;-;-;SCO5210;molecular chaperone;118;194;0,614933392;0,608247423;-0,717269793
905377;905377;905000;904999;-;-;SCO0858;hypothetical protein;121;194;0,810172999;0,62371134;-0,681049605
1969449;1969392;1967794;1967725;-;-;SCO1840;ABC transporter ATP-binding protein;124;194;1;0,639175258;-0,645716532
;1464264;1463932;1463927;-;-;SCO1386;hypothetical protein;146;194;1;0,75257732;-0,410088283
6381357;6381357;6380416;6380378;-;-;SCO5830;hypothetical protein;147;194;0,910326495;0,757731959;-0,400240497
;3945434;3946408;3946574;+;-;SCO3566;hydrolase;214;194;0,04494603;1,103092784;0,141554144
4833116;4833116;4833988;4834162;+;-;SCO4415;hypothetical protein;221;194;0,046817136;1,139175258;0,187989717
2051513;2051513;2050524;2050509;-;-;SCO1916;transferase;289;194;2,71E-04;1,489690722;0,57501284
6954470;6954470;6953679;6953662;-;-;SCO6294;GntR family transcriptional regulator;107;195;0,774480471;0,548717949;-0,865863327
;2746024;2745002;2744967;-;-;SCO2546;adenosine deaminase;115;195;1;0,58974359;-0,761840263
5354177;5354229;5355182;5355182;+;-;SCO4920;DeoR family transcriptional regulator;147;195;0,924333514;0,753846154;-0,407657969
4951862;4951930;4952256;;+;-;SCO4533;hypothetical protein;151;195;1;0,774358974;-0,368925574
2483481;;;2482531;-;-;predicted RNA;antisense: SCO2311;172;195;0,395648053;0,882051282;-0,181065559
6306381;6306365;6306165;6305969;-;-;SCO5768;hypothetical protein;179;195;1;0,917948718;-0,123514536
4576150;;;4576135;-;-;predicted RNA;-;244;195;1;1,251282051;0,323407024
5119618;5119650;5119892;5119925;+;-;SCO4694;hypothetical protein;319;195;0,048938055;1,635897436;0,7100823
6869479;6869469;6868657;6868602;-;-;SCO6246;transcriptional regulator for glyoxylate bypass;104;196;0,659313312;0,530612245;-0,914270126
5064405;5064405;5064998;5065024;+;-;SCO4640;TetR family transcriptional regulator;107;196;0,619911184;0,545918367;-0,873242858
3064586;3064564;3063968;3063888;-;-;SCO2806;mutase;133;196;1;0,678571429;-0,559427409
7480202;7480202;7479906;7479690;-;-;SCO6725;hypothetical protein;151;196;1;0,770408163;-0,376305105
5562491;5562491;5563636;5563650;+;-;SCO5116;peptide transport system ATP-binding subunit;167;196;0,386209112;0,852040816;-0,231005552
3785358;3785358;3784717;3784700;-;-;SCO3419;hypothetical protein;177;196;0,701062776;0,903061224;-0,147104294
1146485;;;1146470;-;-;predicted RNA;-;179;196;0,725789704;0,913265306;-0,130894067
3766843;3766852;3767340;3767350;+;-;SCO3402;hypothetical protein;206;196;0,493989305;1,051020408;0,071790683
2120437;2120395;2120213;2120029;-;-;SCO1982;hypothetical protein;208;196;1;1,06122449;0,085729874
;2710300;2710590;2710618;+;-;SCO2514;hypothetical protein;361;196;0,007281206;1,841836735;0,881145183
6487272;6487272;6486961;6486941;-;-;SCO5918;hypothetical protein;11;197;1,40E-142;0,055837563;-4,162620201
6568001;6568057;6568779;;+;-;SCO5995;hypothetical protein;129;197;1;0,654822335;-0,610824564
2003845;;;2003822;-;-;predicted RNA;-;157;197;0,673125424;0,796954315;-0,327431071
8278805;8278842;8279372;8279399;+;-;SCO7466;ATP/GTP-binding protein;166;197;1;0,842639594;-0,247012388
6526985;6526940;6526506;6526504;-;-;SCO5955;hypothetical protein;232;197;0,277803485;1,177664975;0,235929176
2486328;;;2486346;+;-;predicted RNA;-;258;197;1;1,30964467;0,389175436
2233695;2233689;2232970;2232937;-;-;SCO2080;hypothetical protein;279;197;0,005504165;1,416243655;0,502069492
3418648;3418585;3417578;3417571;-;-;SCO3116;hypothetical protein;311;197;4,52E-05;1,578680203;0,658718951
3461218;3461177;3460797;3460797;-;-;SCO3158;hypothetical protein;150;198;1;0,757575758;-0,40053793
5206922;;;5206934;+;-;predicted RNA;antisense: SCO4786;173;198;0,730342998;0,873737374;-0,194728392
8600881;8600881;8600297;8600172;-;-;SCO7772;hypothetical protein;194;198;0,513204708;0,97979798;-0,029443778
5618444;5618256;5618029;5617885;-;-;SCO5171;hypothetical protein;241;198;0,55478086;1,217171717;0,283532716
4205081;4205081;4204101;4203925;-;-;SCO3823;quinone oxidoreductase;299;198;1,87E-04;1,51010101;0,594645054
8137014;;;8137236;+;-;predicted RNA;antisense: SCO7327;112;199;0,292527471;0,56281407;-0,829269698
1595256;1595256;1594150;1594150;-;-;SCO1492;peptidase;119;199;1;0,59798995;-0,741806857
7767760;7767762;7768337;;+;-;SCO6996;RNA polymerase sigma factor;142;199;1;0,713567839;-0,486877501
5947169;5947312;5947974;5947974;+;-;SCO5460;AbaA-like regulatory protein;180;199;0,627881216;0,904522613;-0,144771524
3906041;3906041;3904869;3904506;-;-;SCO3537;DNA-binding protein;187;199;0,155578674;0,939698492;-0,089730161
1940832;1940832;1940314;1940303;-;-;SCO1809;hypothetical protein;215;199;0,325756575;1,08040201;0,111568229
3208727;;;3208813;+;-;predicted RNA;-;236;199;1;1,185929648;0,246018429
5963152;;;5963173;+;-;predicted RNA;-;250;199;1;1,256281407;0,329159664
6110680;6110413;6110051;6110051;-;-;SCO5610;hypothetical protein;89;200;0,040009752;0,445;-1,168122759
6783854;6783983;6784975;6784975;+;-;SCO6179;nucleotide-sugar dehydratase;99;200;0,546671827;0,495;-1,01449957
5684465;5684465;5683497;5683497;-;-;SCO5224;AraC family transcription regulator;173;200;0,425598866;0,865;-0,209227962
1151296;1151272;1150733;1150601;-;-;SCO1091;acetyltransferase;193;200;0,631868971;0,965;-0,051399153
1394273;1394273;1395295;1395303;+;-;SCO1319;hypothetical protein;216;200;0,045160936;1,08;0,111031312
6013057;;;6013095;+;-;predicted RNA;-;217;200;1;1,085;0,117695043
1924388;1924446;1924952;1925201;+;-;SCO1795;hypothetical protein;265;200;0,047107236;1,325;0,40599236
1030815;1030806;1030387;1030348;-;-;SCO0978;aspartate alpha-decarboxylase;103;201;0,284870256;0,512437811;-0,964551164
2194212;2194212;2194847;2195028;+;-;SCO2045;hypothetical protein;256;201;0,037269004;1,273631841;0,348948309
4552108;4551683;4551282;4550829;-;-;SCO4136;hypothetical protein;158;202;1;0,782178218;-0,354430735
7570973;7570968;7570606;7570524;-;-;SCO6808;transcription regulator ArsR;175;202;1;0,866336634;-0,207000371
6359018;6359074;6361233;6361233;+;-;SCO5815;ATP-dependent DNA helicase;223;202;0,002568348;1,103960396;0,142688417
3163055;;;3163008;-;-;predicted RNA;-;230;202;1;1,138613861;0,187278568
3257684;3257700;3258680;3258855;+;-;SCO2988;UDP-glucose 4-epimerase;245;202;0,011129151;1,212871287;0,278426456
2647284;2647411;2647737;2647747;+;-;SCO2461;hypothetical protein;317;202;0,035544823;1,569306931;0,650127547
6831287;6831287;6830637;6830581;-;-;SCO6217;hypothetical protein;324;202;9,45E-04;1,603960396;0,68163852
6045320;;;6045073;-;-;predicted RNA;antisense: SCO5545;141;203;0,903359026;0,694581281;-0,525784565
4912680;4912701;4913204;4913236;+;-;SCO4493;transcription regulator AsnC;168;203;1;0,827586207;-0,273018494
5241154;5241036;5240239;5240182;-;-;SCO4812;hypothetical protein;181;203;0,473099254;0,891625616;-0,16549003
3024379;;;3024533;+;-;predicted RNA;antisense: SCO2772;186;203;1;0,916256158;-0,126177106
7327410;7327410;7326508;7326308;-;-;SCO6606;hypothetical protein;199;203;0,179476481;0,980295567;-0,028711297
184882;;;184894;+;-;predicted RNA;-;62;204;0,059429518;0,303921569;-1,718229032
7033858;;;7033716;-;-;predicted RNA;antisense: SCO6372;99;204;0,062690093;0,485294118;-1,043068722
5862670;;;5862657;-;-;predicted RNA;-;137;204;0,522456874;0,671568627;-0,574393259
1612032;1612032;1611310;1611304;-;-;SCO1507;hypothetical protein;156;204;1;0,764705882;-0,387023123
5633823;5633823;5634374;5634640;+;-;SCO5182;hypothetical protein;160;204;1;0,784313725;-0,350497247
2220861;2220775;2220185;2219480;-;-;SCO2069;hypothetical protein;177;204;0,929943087;0,867647059;-0,204819792
6346630;;;6346791;+;-;predicted RNA;-;207;204;1;1,014705882;0,021061616
2818607;2818382;2814360;2814360;-;-;SCO2599;hypothetical protein;219;204;6,71E-04;1,073529412;0,102361718
1755251;1755251;1753890;1753845;-;-;SCO1640;hypothetical protein;294;204;3,64E-05;1,441176471;0,527247003
6149832;;;6149773;-;-;predicted RNA;-;154;205;0,747537181;0,751219512;-0,412693559
8293970;;;8293852;-;-;predicted RNA;antisense: SCO7480;154;205;0,775792743;0,751219512;-0,412693559
7339949;7339949;7339269;7339206;-;-;SCO6618;hypothetical protein;201;205;0,352579597;0,980487805;-0,028428408
3673003;;;3673191;+;-;predicted RNA;antisense: SCO3320;216;205;1;1,053658537;0,075407403
4424019;4424019;4423549;4423189;-;-;SCO4026;ATP binding protein;241;205;0,201781982;1,175609756;0,233409237
6013096;6013103;6014743;6014747;+;-;SCO5520;delta-1-pyrroline-5-carboxylate dehydrogenase;287;205;1,55E-05;1,4;0,485426827
3226550;;;3226788;+;-;predicted RNA;antisense: SCOs02;860;205;2,13E-19;4,195121951;2,06871275
3155187;;;3155273;+;-;SCOt23;Leu tRNA;85;206;0,020053157;0,412621359;-1,277109591
3858625;;;3858889;+;-;predicted RNA;antisense: SCO3493;119;206;0,351192593;0,577669903;-0,791682764
;1910798;1909671;;-;-;SCO1786;iron-siderophore uptake system transmembrane protein;143;206;1;0,694174757;-0,52662919
3906847;3906801;3906058;3906042;-;-;SCO3538;hypothetical protein;191;206;0,41573959;0,927184466;-0,109071699
7948996;7948901;7947903;7947903;-;-;SCO7154;ketol-acid reductoisomerase;215;206;0,064862391;1,04368932;0,061692322
1767985;;;1767676;-;-;predicted RNA;-;297;206;0,101856298;1,441747573;0,527818594
2109316;2109316;2109870;2109870;+;-;SCO1969;DNA-methyltransferase;301;206;0,008398788;1,461165049;0,54711915
3306777;;;3306760;-;-;predicted RNA;-;338;206;1;1,640776699;0,714378909
4107493;4107493;4107822;4108253;+;-;SCO3733;hypothetical protein;109;207;0,255824339;0,526570048;-0,925302633
7529043;7529043;7529657;;+;-;SCO6770;DNA-binding protein;121;207;0,878947247;0,584541063;-0,77462372
4829531;4829856;4830347;4830347;+;-;SCO4412;regulatory protein;218;207;0,416775767;1,053140097;0,074697367
3363671;;;3364000;+;-;predicted RNA;antisense: SCO3071;222;207;0,672557662;1,072463768;0,100928909
3741942;3741942;3741763;3741756;-;-;SCO3378;small membrane protein;227;207;1;1,096618357;0,13306153
4787045;;;4786895;-;-;predicted RNA;antisense: SCO4371;234;207;1;1,130434783;0,176877762
2237829;2237823;2236729;2236729;-;murG;SCO2084;UDPdiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase;242;207;0,012999597;1,169082126;0,22537628
4004921;4004921;4004631;4004479;-;-;SCO3625;hypothetical protein;245;207;0,478239302;1,183574879;0,243150982
;2234424;2233696;2233696;-;-;SCO2081;hypothetical protein;289;207;0,004390188;1,396135266;0,481438725
4375731;;;4375464;-;-;predicted RNA;antisense: SCO3973;115;208;0,263798268;0,552884615;-0,854949667
249703;;;249746;+;-;predicted RNA;-;141;208;0,53422459;0,677884615;-0,560888366
7178603;7178603;7179436;;+;-;SCO6486;transport associated protein;178;208;0,538110511;0,855769231;-0,224706287
4195942;4195941;4194961;4194960;-;-;SCO3816;branched-chain alpha-keto acid dehydrogenase E1 subunit beta;181;208;0,375776579;0,870192308;-0,200593831
;7370869;7369817;7369480;-;-;SCO6637;hypothetical protein;193;208;0,195082605;0,927884615;-0,107982681
5727158;5727075;5726890;5726795;-;-;SCO5267;hypothetical protein;218;208;1;1,048076923;0,067744607
2405929;2405942;2406205;;+;-;SCO2235;hypothetical protein;236;208;0,629332918;1,134615385;0,182203331
5019422;5019364;5017427;;-;-;SCO4595;oxidoreductase;317;208;2,70E-07;1,524038462;0,607899312
6102657;;;6102673;+;-;predicted RNA;-;123;209;0,362004388;0,588516746;-0,764844627
6594902;6594926;6596854;6596905;+;-;SCO6013;1-deoxy-D-xylulose-5-phosphate synthase;186;209;0,078532492;0,889952153;-0,168200321
4545262;4545170;4544370;4544331;-;-;SCO4130;hypothetical protein;270;209;0,008221237;1,291866029;0,369456465
;6046263;6047747;6047755;+;gltX;SCO5547;glutamyl-tRNA synthetase;304;209;7,80E-06;1,454545455;0,540568381
;3089372;3090022;;+;-;SCO2830;amino acid ABC transporter transmembrane protein;316;209;0,002404633;1,511961722;0,596421616
4355990;4355990;4356952;4356952;+;-;SCO3956;ABC transporter ATP-binding protein;44;210;2,64E-12;0,20952381;-2,254813899
480985;481012;481791;481791;+;-;SCO0459;hypothetical protein;60;210;2,70E-05;0,285714286;-1,807354922
;1881035;1880373;1880349;-;-;SCO1759;transferase;131;210;1;0,623809524;-0,680822516
5456197;5456221;5456883;5456883;+;-;SCO5022;lipoprotein;170;210;1;0,80952381;-0,304854582
1496977;1496950;1495964;1495964;-;-;SCO1406;hypothetical protein;177;210;0,44148986;0,842857143;-0,246639968
5177957;5177957;5177256;5177256;-;-;SCO4765;hypothetical protein;201;210;0,368098631;0,957142857;-0,063193826
6462740;;;6462383;-;-;predicted RNA;antisense: SCO5897;215;210;0,742279274;1,023809524;0,033947332
6225938;6225981;6226937;6227036;+;-;SCO5711;bifunctional riboflavin kinase/FMN adenylyltransferase;224;210;0,056927945;1,066666667;0,093109404
4317216;4317216;4316722;;-;-;SCO3921;low molecular weight protein-tyrosine-phosphatase;225;210;0,346782714;1,071428571;0,099535674
8601808;8601808;8601284;8601191;-;-;SCO7773;hypothetical protein;263;210;0,069828829;1,252380952;0,324673472
1602552;1602462;1600714;;-;-;SCO1499;hypothetical protein;137;211;0,97908352;0,6492891;-0,623067106
2829381;2829381;2827396;2826848;-;-;SCO2606;hypothetical protein;150;211;0,606638728;0,710900474;-0,492280498
2778615;2778436;2775536;2775496;-;leuS;SCO2571;leucyl-tRNA synthetase;158;211;0,442335846;0,748815166;-0,417318441
6141591;6141583;6140819;;-;-;SCO5642;hypothetical protein;175;211;0,709742359;0,829383886;-0,269888077
6263369;6263394;6264146;6264159;+;-;SCO5739;dihydrodipicolinate reductase;191;211;0,456747026;0,90521327;-0,143670361
6682709;;;6682718;+;-;predicted RNA;-;210;211;0,860746749;0,995260664;-0,006853671
7000095;7000095;7000874;7000874;+;-;SCO6341;exonuclease;225;211;0,106630546;1,066350711;0,092682003
4318509;;;4318604;+;-;predicted RNA;-;291;211;0,901603537;1,379146919;0,463776154
4628324;4628357;4628737;4629421;+;-;SCO4222;hypothetical protein;336;211;0,01047166;1,592417062;0,671218234
3761829;3761706;3760573;3760323;-;-;SCO3396;hypothetical protein;379;211;7,21E-08;1,796208531;0,844954849
;5755076;5753949;5753935;-;-;SCO5282;two-component system sensor kinase;194;212;0,190412416;0,91509434;-0,128007612
7964778;7964783;7965457;7965507;+;-;SCO7168;GntR family transcriptional regulator;214;212;0,272618435;1,009433962;0,013546532
1510098;1510018;1509614;1509279;-;-;SCO1414;ankyrin;219;212;0,618880191;1,033018868;0,046866605
4228254;4228257;4228775;4228916;+;-;SCO3844;hypothetical protein;284;212;0,03253935;1,339622642;0,421826665
6484430;;;6484869;+;-;predicted RNA;-;377;212;8,66E-04;1,778301887;0,830500259
3381339;3381453;3382223;3382223;+;-;SCO3089;ABC transporter ATP-binding protein;27;213;2,06E-45;0,126760563;-2,979822118
4382684;;;4382768;+;-;SCOt34;Ser tRNA;121;213;0,223774546;0,568075117;-0,815846383
4479270;;;4478780;-;-;predicted RNA;antisense: SCO4086 SCO4085;192;213;0,921391386;0,901408451;-0,14974712
784202;784184;783096;;-;-;SCO0741;oxidoreductase;200;213;0,157547379;0,938967136;-0,09085343
7496600;7496600;7495638;7495285;-;-;SCO6740;D-amino acid oxidase;403;213;3,87E-08;1,892018779;0,919926408
291721;;;291451;-;-;predicted RNA;antisense: SCO0297;159;214;1;0,742990654;-0,428584031
1134039;1134012;1132744;1132734;-;-;SCO1073;hydrogenase;164;214;0,53519572;0,76635514;-0,383914982
4634485;4634485;4635156;4635193;+;-;SCO4230;response regulator;178;214;0,859634292;0,831775701;-0,265733555
6257434;6257372;6253407;6253407;-;-;SCO5734;ATP/GTP binding protein membrane protein;213;214;0,001943466;0,995327103;-0,006757366
6681337;6681383;6682630;6682708;+;-;SCO6083;hypothetical protein;226;214;0,030005271;1,056074766;0,078711976
4105167;;;4104974;-;-;predicted RNA;antisense: SCO3730;149;215;0,77915552;0,693023256;-0,529024329
3957838;3957782;3957444;3957388;-;-;SCO3579;regulatory protein;186;215;1;0,865116279;-0,209034038
8070713;8070691;8070206;8070032;-;-;SCO7258;hypothetical protein;195;215;0,914598327;0,906976744;-0,140862536
3282698;;;3282684;-;-;predicted RNA;-;236;215;1;1,097674419;0,1344502
3920176;3920089;3918572;3918572;-;-;SCO3545;transferase;237;215;0,005379026;1,102325581;0,140550399
2235863;;;2235839;-;-;predicted RNA;-;283;215;1;1,31627907;0,396465393
6412695;6412730;6413614;6414109;+;-;SCO5856;hypothetical protein;388;215;7,37E-07;1,804651163;0,851719993
7344813;;;7344613;-;-;predicted RNA;antisense: SCO6622;68;216;1,03E-04;0,314814815;-1,667424661
2486388;2486429;2486722;2487135;+;-;SCO2315;hypothetical protein;129;216;0,526861421;0,597222222;-0,743660247
2871859;;;2871876;+;-;predicted RNA;-;188;216;0,704456669;0,87037037;-0,20029865
4886927;4886990;4888306;;+;-;SCO4469;glutamate-1-semialdehyde aminotransferase;265;216;0,001537433;1,226851852;0,294961047
;1890978;1890421;1890360;-;-;SCO1771;hypothetical protein;292;216;0,020524762;1,351851852;0,434937057
6750102;;;6750128;+;-;predicted RNA;-;319;216;1;1,476851852;0,562525112
4248804;4248804;4249592;4249592;+;-;SCO3864;transcriptional regulator;178;217;0,691023768;0,820276498;-0,285817801
4302532;4302523;4301402;4301402;-;-;SCO3904;hypothetical protein;225;217;0,052257723;1,036866359;0,052229959
4296215;4296215;4298602;4298602;+;-;SCO3901;penicillin-binding protein;231;217;0,013171772;1,064516129;0,090197809
1895891;;;1895800;-;-;predicted RNA;-;250;217;1;1,152073733;0,204233052
;5122836;5123855;;+;-;SCO4698;IS1652 transposase;318;217;1,51E-04;1,465437788;0,551331723
1924293;;;1924311;+;-;predicted RNA;-;330;217;1;1,520737327;0,604770982
2462901;;;2463239;+;-;predicted RNA;antisense: SCO2293 rnpB;399;217;0,001746154;1,838709677;0,878693704
184797;184797;183793;183567;-;-;SCO0193;DNA-binding regulator;86;218;0,068088708;0,394495413;-1,34191957
3958161;;;3957884;-;-;predicted RNA;-;87;218;0,00890624;0,399082569;-1,325240829
528756;528752;527889;527839;-;-;SCO0495;iron-siderophore ABC-transporter ATP-binding protein;103;218;0,374662015;0,472477064;-1,081683798
5968742;5968742;5969401;5969447;+;-;SCO5481;hypothetical protein;141;218;1;0,646788991;-0,628632972
5629246;5629214;5627673;5627484;-;-;SCO5179;peptidase;174;218;0,32707788;0,798165138;-0,325240829
983389;983389;983850;983904;+;-;SCO0937;hypothetical protein;190;218;1;0,871559633;-0,198328716
3305199;;;3306425;+;-;predicted RNA;antisense: SCO3023;220;218;0,056371026;1,009174312;0,013175389
1913037;1913017;1911986;1911842;-;-;SCO1788;hypothetical protein;259;218;0,01047166;1,188073394;0,248623963
2787181;2787181;2786987;2786987;-;-;SCO2581;hypothetical protein;348;218;0,083398692;1,596330275;0,674759171
5144126;5144190;5145044;5145045;+;truA;SCO4731;tRNA pseudouridine synthase A;131;219;1;0,598173516;-0,741364058
2387313;2387313;2388005;;+;-;SCO2223;TetR family transcriptional regulator;209;219;0,35506073;0,9543379;-0,067427928
1656646;;;1656717;+;valb;SCOt06;Val tRNA;38;220;1,29E-10;0,172727273;-2,5334322
8590563;;;8590378;-;-;predicted RNA;antisense: SCO7759;109;220;0,092704488;0,495454545;-1,013175389
2471173;2471173;2470316;2470316;-;-;SCO2301;hypothetical protein;167;220;0,884397412;0,759090909;-0,397655421
7518794;;;7518455;-;-;predicted RNA;antisense: SCO6762;257;220;0,369359074;1,168181818;0,224264836
3046274;3046146;3045619;3045553;-;-;SCO2790;hypothetical protein;136;221;1;0,615384615;-0,700439718
4646376;4646311;4645175;4645173;-;-;SCO4240;ABC transporter ATP-binding protein;245;221;0,019922248;1,108597285;0,14873538
2410304;2410423;2411784;2412102;+;-;SCO2241;glutamine synthetase;254;221;0,003516288;1,149321267;0,200782127
2056895;2056895;2055711;;-;-;SCO1924;hypothetical protein;324;221;4,02E-05;1,466063348;0,551947443
970588;970587;968638;;-;sdhA;SCO0923;succinate dehydrogenase flavoprotein subunit;371;221;2,97E-09;1,678733032;0,747372817
2342421;2342474;2344027;2344249;+;-;SCO2179;leucyl aminopeptidase;406;221;5,02E-11;1,837104072;0,877433358
5345741;5345741;5344860;5344793;-;-;SCO4912;aldehyde dehydrogenase;160;222;1;0,720720721;-0,472487771
5218624;5218624;5221119;5221363;+;-;SCO4797;ATP-dependent DNA helicase II;189;222;0,188385052;0,851351351;-0,232173442
4580812;4580995;4581840;4581873;+;-;SCO4164;thiosulfate sulfurtransferase;228;222;0,107698609;1,027027027;0,038474148
4976479;4976516;4977808;4977882;+;-;SCO4559;electron transfer oxidoreductase;239;222;0,015970631;1,076576577;0,106450942
4457114;4457168;4459522;4459522;+;-;SCO4067;DNA polymerase III subunits gamma and tau;196;223;0,138998445;0,878923767;-0,186190056
5869982;5869789;5865809;5865615;-;-;SCO5397;large Ala/Glu-rich protein;254;223;7,44E-05;1,139013453;0,187784787
7166639;;;7166454;-;-;predicted RNA;-;108;224;0,071240386;0,482142857;-1,05246742
