Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	M145	MGM14	qValue	fold	log2
	7056189	7057292		+	-	SCO6390	hypothetical protein	20	14	0,752528739	1,428571429	0,514573173
	7057809	7059026		+	-	SCO6391	IS110 transposase/integrase	9	4	1	2,25	1,169925001
	7060243	7059104		-	-	SCO6392	transposase	1	1	1	1	0
	7060375	7061838		+	-	SCO6393	transposase	1	1	1	1	0
	7061835	7062605		+	-	SCO6394	IS element ATP binding protein	1	1	1	1	0
7065729	7065729	7065214	7065214	-	-	SCO6399	hypothetical protein	16	34	0,62312643	0,470588235	-1,087462841
	7066309	7067553		+	-	SCO6400	IS117 transposase	4	2	1	2	1
7068132	7068132	7067605	7067546	-	-	SCO6401	hypothetical protein	33	72	0,181030554	0,458333333	-1,125530882
	7067650	7068003		+	-	SCO6402	hypothetical protein	6	1	1	6	2,584962501
	7068598	7068218		-	-	SCO6403	hypothetical protein	1	1	1	1	0
	7069255	7069434		+	-	SCO6404	hypothetical protein	4	3	1	1,333333333	0,415037499
7069508	7069508	7071526	7071561	+	-	SCO6405	DNA recombinase	45	57	0,872392583	0,789473684	-0,341036918
	7071791	7071396		-	-	SCO6406	hypothetical protein	13	14	1	0,928571429	-0,106915204
7071944	7071944	7073755	7073755	+	-	SCO6407	gamma-glutamyltranspeptidase	22	24	1	0,916666667	-0,125530882
	7076284	7073756		-	-	SCO6408	Clp protease ATP binding subunit	30	9	4,97E-06	3,333333333	1,736965594
7077213	7077213	7076437	7076437	-	-	SCO6409	methionine aminopeptidase	35	50	1	0,7	-0,514573173
7077312	7077312	7077563	7077571	+	-	SCO6410	DNA-binding protein	80	102	1	0,784313725	-0,350497247
	7077746	7078588		+	-	SCO6411	hydrolase	18	22	1	0,818181818	-0,289506617
	7078585	7079868		+	-	SCO6412	aminotransferase	10	8	1	1,25	0,321928095
	7079908	7081521		+	-	SCO6413	DNA-binding protein	1	2	1	0,5	-1
	7081657	7082499		+	-	SCO6414	hypothetical protein	1	3	1	0,333333333	-1,584962501
	7082535	7083938		+	-	SCO6415	phenylhydantoinase	5	3	1	1,666666667	0,736965594
	7083950	7084972		+	-	SCO6416	oxidoreductase	5	3	1	1,666666667	0,736965594
	7085067	7086635		+	-	SCO6417	integral membrane transporter	1	1	1	1	0
	7088364	7086736		-	-	SCO6418	hypothetical protein	14	9	1	1,555555556	0,637429921
	7089174	7088518		-	-	SCO6419	hypothetical protein	11	20	1	0,55	-0,862496476
	7090445	7089432		-	-	SCO6420	DNA-binding protein	1	1	1	1	0
	7090613	7091761		+	-	SCO6421	two-component system sensor kinase	6	7	1	0,857142857	-0,222392421
	7091758	7092432		+	-	SCO6422	two-component system regulatory protein	6	8	1	0,75	-0,415037499
	7093617	7092451		-	-	SCO6423	lipoate-protein ligase	12	21	0,823615896	0,571428571	-0,807354922
	7094609	7093614		-	-	SCO6424	two-component system sensor protein	1	3	1	0,333333333	-1,584962501
	7094757	7095527		+	-	SCO6425	hypothetical protein	3	5	1	0,6	-0,736965594
	7095676	7096188		+	-	SCO6426	hypothetical protein	5	4	1	1,25	0,321928095
	7096185	7097480		+	-	SCO6427	integral membrane transport protein	9	12	1	0,75	-0,415037499
	7104511	7097567		-	-	SCO6428	hypothetical protein	1	1	1	1	0
	7104902	7106290		+	-	SCO6429	hypothetical protein	1	1	1	1	0
	7106284	7108176		+	-	SCO6430	hypothetical protein	1	1	1	1	0
	7108264	7111779		+	-	SCO6431	peptide synthase	1	1	1	1	0
	7111866	7116089		+	-	SCO6432	peptide synthase	1	1	1	1	0
	7116086	7116493		+	-	SCO6433	hypothetical protein	1	1	1	1	0
	7116513	7117874		+	-	SCO6434	oxidoreductase	1	1	1	1	0
	7117871	7118257		+	-	SCO6435	hypothetical protein	3	3	1	1	0
	7118254	7119774		+	-	SCO6436	tRNA synthetase	1	1	1	1	0
	7119848	7121122		+	-	SCO6437	hypothetical protein	2	1	1	2	1
	7121125	7122447		+	-	SCO6438	diaminopimelate decarboxylase	16	8	1	2	1
7122904	7122904	7122416	7122104	-	-	SCO6439	DNA-binding protein	318	284	1	1,11971831	0,163135836
	7123131	7123883		+	-	SCO6440	hypothetical protein	5	5	1	1	0
	7123886	7125292		+	-	SCO6441	aldehyde dehydrogenase	1	1	1	1	0
	7125293	7126396		+	-	SCO6442	alcohol dehydrogenase	3	4	1	0,75	-0,415037499
	7126477	7127388		+	-	SCO6443	hypothetical protein	1	1	1	1	0
	7127464	7129407		+	-	SCO6444	gamma-glutamyl transferase	12	15	1	0,8	-0,321928095
7129505	7129505	7130350	7130350	+	-	SCO6445	inositol monophosphatase	249	291	1	0,855670103	-0,224873411
7130351	7130387	7131346	7131346	+	-	SCO6446	hypothetical protein	38	49	1	0,775510204	-0,366782331
	7132141	7131401		-	-	SCO6447	NAD(P)H oxidoreductase	5	5	1	1	0
7132189	7132189	7133130		+	-	SCO6448	AraC-like transcriptional regulator	27	23	1	1,173913043	0,231325546
7133208	7133229	7134647		+	-	SCO6449	dehydrogenase	157	149	1	1,053691275	0,075452228
	7134644	7135153	7135189	+	-	SCO6450	hypothetical protein	54	46	1	1,173913043	0,231325546
7135266	7135277	7136905		+	-	SCO6451	substrate binding protein	464	263	0,676602324	1,764258555	0,819062006
	7136902	7137906		+	-	SCO6452	transport permease	355	224	0,621274756	1,584821429	0,664320292
	7137903	7138841		+	-	SCO6453	transport permease	170	96	0,053888346	1,770833333	0,824428435
	7138838	7139845		+	-	SCO6454	ABC transporter ATP-binding protein	57	27	0,02601383	2,111111111	1,078002512
	7139838	7140506	7140538	+	-	SCO6455	ABC transporter ATP-binding protein	98	46	0,01468154	2,130434783	1,091147888
7141923	7141923	7140529	7140490	-	-	SCO6456	hydrolytic protein	123	181	0,74415631	0,679558011	-0,557331382
	7142206	7146129		+	-	SCO6457	beta-galactosidase	1	1	1	1	0
	7146169	7147047		+	-	SCO6458	hypothetical protein	1	2	1	0,5	-1
7147390	7147390	7147028	7147026	-	-	SCO6459	regulatory protein	54	74	1	0,72972973	-0,454565863
	7147460	7149376		+	-	SCO6460	cation-transporting ATPase	1	1	1	1	0
	7149468	7150940		+	-	SCO6461	ADA-like regulatory protein	4	3	1	1,333333333	0,415037499
	7151007	7151501		+	-	SCO6462	methylated-DNA-protein-cysteine methyltransferase	27	7	8,82E-04	3,857142857	1,94753258
	7151706	7152575		+	-	SCO6463	hypothetical protein	1	1	1	1	0
7153332	7153332	7152607	7152607	-	-	SCO6464	SIR2 family transcriptional regulator	35	40	1	875	-0,192645078
7153868	7153868	7153374	7153333	-	-	SCO6465	hypothetical protein	41	48	1	0,854166667	-0,227410496
7154031	7154053	7155195	7155322	+	-	SCO6466	transferase	40	39	1	1,025641026	0,036525876
7156305	7156247	7155465	7155457	-	-	SCO6467	phosphatidylserine synthase	848	894	0,252043586	0,948545861	-0,076210567
7157001	7156962	7156306	7156306	-	-	SCO6468	phosphatidylserine decarboxylase	831	704	1	1,180397727	0,239273048
7158340	7158338	7157133	7157002	-	-	SCO6469	acyl-CoA dehydrogenase	84	95	1	0,884210526	-0,177538186
7158858	7158853	7158341	7158341	-	-	SCO6470	hypothetical protein	94	110	1	0,854545455	-0,226770862
	7159878	7158859	7158859	-	-	SCO6471	citratelyase	76	70	1	1,085714286	0,118644496
	7161902	7159875		-	-	SCO6472	coenzyme B12-dependent mutase	6	15	1	0,4	-1,321928095
	7163264	7161921		-	-	SCO6473	crotonyl CoA reductase	4	12	1	0,333333333	-1,584962501
7164418	7164418	7163600	7163600	-	-	SCO6474	transcriptional regulator	60	65	1	0,923076923	-0,115477217
	7166360	7164555		-	-	SCO6475	oxidoreductase	2	3	1	0,666666667	-0,584962501
	7166743	7167336		+	-	SCO6476	adenylosuccinate lyase	8	5	1	1,6	0,678071905
	7167913	7167374	7167369	-	-	SCO6477	hypothetical protein	92	101	1	0,910891089	-0,134649527
7168308	7168308	7167910		-	-	SCO6478	hypothetical protein	120	187	0,514417626	0,64171123	-0,640003864
	7169964	7168375		-	-	SCO6479	peptidase	1	1	1	1	0
	7170443	7170144		-	-	SCO6480	hypothetical protein	18	33	1	0,545454545	-0,874469118
	7171563	7170517		-	-	SCO6481	hypothetical protein	23	11	0,068459691	2,090909091	1,064130337
7171778	7171800	7172243	7172311	+	-	SCO6482	hypothetical protein	1883	2007	0,311899371	0,938216243	-0,092007617
7172321	7172394	7174841	7174841	+	-	SCO6483	efflux protein	68	86	1	0,790697674	-0,338801913
	7174911	7177493		+	-	SCO6484	hypothetical protein	19	25	1	0,76	-0,395928676
	7177711	7178433		+	-	SCO6485	hypothetical protein	3	1	1	3	1,584962501
7178603	7178603	7179436		+	-	SCO6486	transport associated protein	101	121	1	0,834710744	-0,260651755
	7179429	7180760	7180802	+	-	SCO6487	hypothetical protein	102	85	1	1,2	0,263034406
7180803	7180803	7182770	7182770	+	-	SCO6488	acyl-peptide hydrolase	51	42	1	1,214285714	0,280107919
	7182776	7183708		+	-	SCO6489	hypothetical protein	29	21	0,796077701	1,380952381	0,465663572
7183718	7183718	7184317	7184317	+	-	SCO6490	acetyltransferase	49	64	1	0,765625	-0,385290156
7184681	7184681	7184289	7184289	-	-	SCO6491	hypothetical protein	12	21	1	0,571428571	-0,807354922
	7184832	7186829		+	-	SCO6492	hypothetical protein	4	6	1	0,666666667	-0,584962501
7187208	7187208	7186861	7186846	-	-	SCO6493	hypothetical protein	119	157	1	0,757961783	-0,399802986
7187223	7187223	7187840	7187840	+	-	SCO6494	hypothetical protein	29	22	0,926522371	1,318181818	0,398549376
	7188888	7187926		-	-	SCO6495	dehydrogenase	6	6	1	1	0
	7189075	7190964		+	-	SCO6496	dehydrogenase	7	3	1	2,333333333	1,222392421
	7190961	7192808		+	-	SCO6497	transketolase	13	2	1	6,5	2,700439718
	7192805	7193764		+	-	SCO6498	hypothetical protein	4	1	1	4	2
7193830	7193830	7194222	7194280	+	-	SCO6499	gas vesicle synthesis protein	241	172	0,739360468	1,401162791	0,486624582
7194281	7194294	7194728		+	-	SCO6500	gas vesicle synthesis-like protein	223	156	0,657127176	1,429487179	0,515497681
	7194725	7195498	7195502	+	-	SCO6501	gas vesicle synthesis protein	243	154	0,129890759	1,577922078	0,658025963
7195503	7195503	7195766		+	-	SCO6502	gas vesicle synthesis protein	240	192	1	1,25	0,321928095
	7195763	7196482		+	-	SCO6503	hypothetical protein	235	138	0,06056028	1,702898551	0,76799249
	7196479	7197609		+	-	SCO6504	hypothetical protein	131	86	0,346882146	1,523255814	0,607158247
	7197606	7197935		+	-	SCO6505	gas vesicle synthesis protein	130	79	0,305412672	1,64556962	0,718587065
	7197932	7198711		+	-	SCO6506	gas vesicle protein	60	51	1	1,176470588	0,234465254
	7198708	7198890	7198891	+	-	SCO6507	gas vesicle synthesis protein	60	56	1	1,071428571	0,099535674
	7198892	7199188		+	-	SCO6508	gas vesicle synthesis protein	26	13	0,296207533	2	1
7199450	7199449	7199279	7199213	-	-	SCO6509	hydrophobic protein	247	499	0,057922327	0,49498998	-1,014528774
7200333	7200325	7199504	7199499	-	-	SCO6510	hypothetical protein	28	33	1	0,848484848	-0,237039197
7201941	7201941	7200436		-	-	SCO6511	hypothetical protein	35	26	0,886440934	1,346153846	0,428843299
7202065	7202065	7203684	7203740	+	-	SCO6512	ABC transporter ATP-binding protein	30	35	1	0,857142857	-0,222392421
	7204835	7203714		-	-	SCO6513	hypothetical protein	41	24	0,265816053	1,708333333	0,772589504
	7204898	7205176		+	-	SCO6514	hypothetical protein	9	15	1	0,6	-0,736965594
7205825	7205800	7205258	7205242	-	-	SCO6515	protease	126	92	0,761659748	1,369565217	0,453717967
7206233	7206224	7205826	7205826	-	-	SCO6516	hypothetical protein	194	139	0,695446661	1,395683453	0,480971769
	7206433	7208823		+	-	SCO6517	uvrA-like protein	19	12	0,374593615	1,583333333	0,662965013
7208891	7208891	7209373	7209373	+	-	SCO6518	transcriptional regulator	36	32	1	1125	0,169925001
7209374	7209379	7209795	7210081	+	-	SCO6519	lyase	30	23	0,965196778	1,304347826	0,38332864
	7210082	7210882		+	-	SCO6520	RNA polymerase sigma factor	32	8	7,94E-06	4	2
	7211022	7211978		+	-	SCO6521	hypothetical protein	6	1	1	6	2,584962501
	7212047	7213489		+	-	SCO6522	hypothetical protein	6	9	1	0,666666667	-0,584962501
	7213486	7214526		+	-	SCO6523	hypothetical protein	8	18	1	0,444444444	-1,169925001
	7215195	7214569	7214569	-	-	SCO6524	hypothetical protein	52	48	1	1,083333333	0,115477217
7215973	7215959	7215192		-	-	SCO6525	hypothetical protein	47	64	1	0,734375	-0,445411148
7216047	7216060	7216461	7216461	+	-	SCO6526	hypothetical protein	37	46	1	0,804347826	-0,31410859
7216545	7216569	7218722	7218722	+	-	SCO6527	hypothetical protein	62	67	1	0,925373134	-0,11189288
	7218804	7220228		+	-	SCO6528	integral membrane transport protein	10	2	1	5	2,321928095
	7220309	7221370		+	-	SCO6529	ATP/GTP binding protein	5	1	1	5	2,321928095
	7221367	7223199		+	-	SCO6530	hypothetical protein	1	1	1	1	0
7223231	7223286	7223711	7223973	+	-	SCO6531	ATP/GTP binding protein	2681	2457	0,844511677	1,091168091	0,125873362
	7224462	7223740		-	-	SCO6532	nitrate reductase subunit gamma NarI	3	3	1	1	0
	7224953	7224459		-	-	SCO6533	nitrate reductase subunit delta NarJ	1	2	1	0,5	-1
	7226553	7224958		-	-	SCO6534	nitrate reductase subunit beta NarH	1	1	1	1	0
	7230248	7226553		-	-	SCO6535	nitrate reductase subunit alpha NarG	1	1	1	1	0
	7231212	7230397		-	-	SCO6536	hypothetical protein	14	13	1	1,076923077	0,106915204
7232133	7232125	7231262	7231262	-	-	SCO6537	DNA-binding protein	31	47	0,88349304	0,659574468	-0,600392541
	7232354	7232779		+	-	SCO6538	hypothetical protein	3	1	1	3	1,584962501
7233579	7233579	7232761	7232721	-	-	SCO6539	hypothetical protein	58	68	1	0,852941176	-0,229481846
7233657	7233669	7233974	7233978	+	phhB	SCO6540	pterin-4-alpha-carbinolamine dehydratase	147	128	1	1,1484375	0,199672345
7233979	7233979	7234725	7234725	+	-	SCO6541	hypothetical protein	29	29	1	1	0
	7234796	7236691		+	-	SCO6542	glycosyl hydrolase	1	1	1	1	0
	7236940	7236695		-	-	SCO6543	hypothetical protein	4	17	1	0,235294118	-2,087462841
7237214	7237214	7237894	7238109	+	-	SCO6544	hypothetical protein	29	83	0,002110885	0,34939759	-1,517058436
	7240559	7237887		-	-	SCO6545	cellulase	1	1	1	1	0
	7243727	7240806		-	-	SCO6546	cellulase	1	1	1	1	0
	7244086	7244250		+	-	SCO6547	hypothetical protein	1	1	1	1	0
	7244247	7245986		+	-	SCO6548	cellulase	1	1	1	1	0
	7246146	7247090		+	-	SCO6549	hypothetical protein	16	14	1	1,142857143	0,192645078
	7247175	7247876	7247876	+	-	SCO6550	oxidoreductase	31	27	1	1,148148148	0,199308808
7248785	7248767	7247934	7247923	-	-	SCO6551	oxidoreductase	426	403	1	1,05707196	0,080073592
	7250677	7248851		-	-	SCO6552	long-chain-fatty-acid-CoA ligase	3	1	1	3	1,584962501
	7252420	7250906		-	-	SCO6553	integral membrane efflux protein	8	3	1	2,666666667	1,415037499
	7252536	7253519		+	-	SCO6554	transcriptional regulator	1	1	1	1	0
	7254379	7253501		-	-	SCO6555	LysR family transcriptional regulator	4	8	1	0,5	-1
	7254532	7255569		+	-	SCO6556	transmembrane protein	6	4	1	1,5	0,584962501
	7257542	7255596		-	-	SCO6557	neuramidase	2	1	1	2	1
7258618	7258586	7257738	7257669	-	-	SCO6558	formate dehydrogenase accessory protein	40	55	1	0,727272727	-0,459431619
	7259479	7258619		-	-	SCO6559	respiratory chain oxidoreductase	3	4	1	0,75	-0,415037499
	7261416	7259476		-	-	SCO6560	respiratory chain oxidoreductase	1	1	1	1	0
	7263376	7261448		-	-	SCO6561	respiratory chain oxidoreductase	1	1	1	1	0
	7264344	7263373		-	-	SCO6562	2-dehydropantoate 2-reductase	1	1	1	1	0
	7264548	7265888		+	-	SCO6563	integral membrane transporter	1	1	1	1	0
	7266172	7267122		+	-	SCO6564	3-oxoacyl-ACP synthase	46	20	0,011511799	2,3	1,201633861
7267218	7267256	7267933	7267937	+	-	SCO6565	transcriptional regulator	180	269	0,157230781	0,669144981	-0,579609266
7267996	7267996	7269378	7269378	+	-	SCO6566	ROK family protein	20	30	0,941624556	0,666666667	-0,584962501
	7269589	7271106		+	-	SCO6567	ABC transporter ATP-binding protein	2	1	1	2	1
	7271103	7272122		+	-	SCO6568	ABC transporter	1	1	1	1	0
	7272140	7273186		+	-	SCO6569	solute binding protein	1	3	1	0,333333333	-1,584962501
	7273272	7274564		+	-	SCO6570	oxidoreductase	1	2	1	0,5	-1
	7274581	7275579		+	-	SCO6571	DNA-binding protein	1	1	1	1	0
	7275867	7279583		+	-	SCO6572	glycosyl hydrolase	1	1	1	1	0
	7279753	7281006		+	-	SCO6573	hypothetical protein	1	1	1	1	0
	7281003	7282094		+	-	SCO6574	hypothetical protein	1	1	1	1	0
	7282091	7283038		+	-	SCO6575	hypothetical protein	1	1	1	1	0
	7283052	7283789		+	-	SCO6576	hypothetical protein	1	1	1	1	0
	7283789	7284637		+	-	SCO6577	hypothetical protein	1	1	1	1	0
	7284641	7285816		+	-	SCO6578	hypothetical protein	1	1	1	1	0
	7285813	7287210		+	-	SCO6579	hypothetical protein	1	1	1	1	0
	7287325	7288539		+	-	SCO6580	hypothetical protein	2	1	1	2	1
	7290049	7288619		-	-	SCO6581	transmembrane transport protein	2	4	1	0,5	-1
	7292266	7290122		-	-	SCO6582	hypothetical protein	4	3	1	1,333333333	0,415037499
	7293503	7292271		-	-	SCO6583	formyl-coenzyme A transferase	1	1	1	1	0
	7295197	7293515		-	-	SCO6584	TPP-requiring enzyme	1	1	1	1	0
	7295341	7296492		+	sucC	SCO6585	succinyl-CoA synthetase subunit beta	1	1	1	1	0
	7296507	7297433		+	-	SCO6586	succinyl-CoA synthetase subunit alpha	1	1	1	1	0
	7297430	7298992		+	-	SCO6587	dehydrogenase	1	1	1	1	0
	7300451	7299120		-	-	SCO6588	hypothetical protein	2	1	1	2	1
	7301063	7303123		+	-	SCO6589	elongation factor G	3	4	1	0,75	-0,415037499
7305568	7305568	7303361	7303358	-	-	SCO6590	esterase	60	55	1	1,090909091	0,125530882
7306108	7306108	7305602	7305569	-	-	SCO6591	hypothetical protein	69	31	0,019705792	2,225806452	1,154328146
	7306619	7306230	7306230	-	-	SCO6592	hypothetical protein	127	167	1	0,760479042	-0,395019606
	7310059	7306616		-	-	SCO6593	hypothetical protein	15	17	1	0,882352941	-0,180572246
	7312216	7310408		-	-	SCO6594	hypothetical protein	3	2	1	1,5	0,584962501
	7312483	7313565		+	-	SCO6595	hypothetical protein	2	1	1	2	1
	7313660	7315429		+	-	SCO6596	hypothetical protein	1	2	1	0,5	-1
	7315461	7318040		+	-	SCO6597	beta-glucosidase	1	1	1	1	0
	7318137	7319177		+	-	SCO6598	transcriptional regulator	12	22	0,661044021	0,545454545	-0,874469118
7319953	7319846	7319193	7319193	-	-	SCO6599	transcriptional regulator	36	49	1	0,734693878	-0,444784843
	7321337	7320012		-	-	SCO6600	transcriptional regulator	1	1	1	1	0
	7321513	7322829		+	-	SCO6601	sugar binding protein	1	1	1	1	0
	7322891	7323919		+	-	SCO6602	transmembrane sugar transport protein	1	1	1	1	0
	7323927	7324766		+	-	SCO6603	transmembrane sugar transport protein	1	1	1	1	0
	7324763	7326169		+	-	SCO6604	beta-glucosidase	2	1	1	2	1
7327410	7327410	7326508	7326347	-	-	SCO6606	hypothetical protein	193	243	1	0,794238683	-0,332355466
7327524	7327541	7328326	7328326	+	-	SCO6607	hypothetical protein	30	33	1	0,909090909	-0,137503524
	7328456	7330114		+	-	SCO6608	hypothetical protein	12	10	1	1,2	0,263034406
	7330247	7331275		+	-	SCO6609	hypothetical protein	4	8	1	0,5	-1
	7331426	7332799		+	-	SCO6610	hypothetical protein	1	1	1	1	0
	7333378	7332818		-	-	SCO6611	hypothetical protein	2	3	1	0,666666667	-0,584962501
	7334332	7333403		-	-	SCO6612	hydrolase	5	2	1	2,5	1,321928095
7334445	7334456	7334863	7334929	+	-	SCO6613	hypothetical protein	23	44	0,820511386	0,522727273	-0,935869663
	7335116	7336225		+	-	SCO6614	hypothetical protein	46	28	0,247621155	1,642857143	0,716207034
	7336237	7337439		+	-	SCO6615	hypothetical protein	20	15	0,940646079	1,333333333	0,415037499
	7338883	7337453		-	-	SCO6616	hypothetical protein	10	7	1	1,428571429	0,514573173
	7339205	7338876		-	-	SCO6617	hypothetical protein	11	12	1	0,916666667	-0,125530882
7339949	7339949	7339269	7339263	-	-	SCO6618	hypothetical protein	70	102	0,739360468	0,68627451	-0,543142325
	7340813	7339983		-	-	SCO6619	dehydrogenase	1	1	1	1	0
7340945	7340945	7341376	7341393	+	-	SCO6620	hypothetical protein	35	33	1	1,060606061	0,084888898
7341570	7341633	7342907	7342988	+	-	SCO6621	hypothetical protein	34	63	0,16840886	0,53968254	-0,889817082
7343140	7343142	7345028	7345053	+	-	SCO6622	ATP/GTP binding protein	89	80	1	1,1125	0,153805336
7345061	7345061	7347256	7347267	+	-	SCO6623	ATP/GTP binding protein	373	338	0,90148213	1,103550296	0,142152384
7347598	7347440	7347312	7347290	-	-	SCO6624	hypothetical protein	26613	43935	6,77E-07	0,605735746	-0,723239544
7347655	7347655	7348320	7348320	+	-	SCO6625	hypothetical protein	14	27	0,741535613	0,518518519	-0,94753258
7348492	7348537	7353210		+	-	SCO6626	protein kinase	63	86	0,252100355	0,73255814	-0,448984831
	7353207	7356839	7356856	+	-	SCO6627	hypothetical protein	151	188	0,04466501	0,803191489	-0,316184112
	7357356	7356766		-	-	SCO6628	hypothetical protein	1	1	1	1	0
7357519	7357519	7358352		+	-	SCO6629	hypothetical protein	18	31	0,885111962	0,580645161	-0,784271309
	7358349	7358552	7358566	+	-	SCO6630	hypothetical protein	262	459	0,192029415	0,5708061	-0,808927342
7358814	7358814	7359689	7359692	+	-	SCO6631	hypothetical protein	93	89	1	1,04494382	0,06342538
7359865	7359865	7360494	7360498	+	-	SCO6632	hypothetical protein	111	251	8,78E-04	0,442231076	-1,177127688
7360499	7360499	7362409	7362457	+	-	SCO6633	transcriptional regulator	28	54	0,081204549	0,518518519	-0,94753258
7362458	7362458	7362646	7362646	+	-	SCO6634	hypothetical protein	2	29	8,25E-16	0,068965517	-3,857980995
7362670	7362943	7366827		+	-	SCO6635	bacteriophage resistance gene pglY	50	42	1	1,19047619	0,251538767
	7366824	7369748	7369824	+	-	SCO6636	bacteriophage resistance gene pglZ	45	42	1	1,071428571	0,099535674
	7370869	7369817	7369808	-	-	SCO6637	hypothetical protein	110	74	0,532992644	1,486486486	0,571906348
7372694	7372683	7370866		-	-	SCO6638	hypothetical protein	147	96	0,533483821	1,53125	0,614709844
7372859	7372859	7374208		+	-	SCO6639	ATP/GTP binding protein	113	127	1	0,88976378	-0,168505724
	7374208	7376403	7376403	+	-	SCO6640	ATP-dependent helicase	34	45	0,931888117	0,755555556	-0,404390255
	7377627	7376413		-	-	SCO6641	hypothetical protein	1	1	1	1	0
	7378070	7377777		-	-	SCO6642	hypothetical protein	6	2	1	3	1,584962501
7378334	7378334	7378888	7378893	+	-	SCO6643	hypothetical protein	455	344	1	1,322674419	0,40345798
7378894	7378997	7380508	7380511	+	-	SCO6644	solute-binding lipoprotein	174	127	0,933837434	1,37007874	0,454258809
7380512	7380512	7382317	7382318	+	-	SCO6645	transport system permease	74	59	1	1,254237288	0,326810316
7382319	7382319	7383629	7383629	+	-	SCO6646	transport system permease	106	85	1	1,247058824	0,318529518
	7384426	7383632		-	-	SCO6647	hypothetical protein	1	1	1	1	0
	7384536	7384874		+	-	SCO6648	hypothetical protein	15	11	1	1,363636364	0,447458977
	7384871	7385545		+	-	SCO6649	hypothetical protein	3	10	1	0,3	-1,736965594
	7385660	7386058		+	-	SCO6650	hypothetical protein	7	5	1	1,4	0,485426827
	7386055	7387293		+	-	SCO6651	glycosyl transferase	2	2	1	1	0
	7387290	7388675		+	-	SCO6652	hypothetical protein	1	1	1	1	0
	7388672	7389874		+	-	SCO6653	hypothetical protein	1	1	1	1	0
	7390500	7389679		-	-	SCO6654	hypothetical protein	13	7	1	1,857142857	0,893084796
	7390536	7391201		+	-	SCO6655	GTP cyclohydrolase II	6	2	1	3	1,584962501
	7392461	7391232		-	-	SCO6656	hypothetical protein	7	16	1	0,4375	-1,192645078
7394136	7394136	7392553	7392553	-	-	SCO6657	hypothetical protein	148	237	0,208035776	0,624472574	-0,679289883
7395029	7395029	7394148	7394137	-	-	SCO6658	6-phosphogluconate dehydrogenase	2279	3521	1,94E-05	0,647259301	-0,627584303
	7396683	7395031	7395030	-	pgi	SCO6659	glucose-6-phosphate isomerase	1619	1872	0,005948572	0,864850427	-0,209477449
	7397611	7396676		-	-	SCO6660	hypothetical protein	1620	2101	0,008330835	0,771061399	-0,375082349
	7399386	7397608		-	-	SCO6661	glucose-6-phosphate 1-dehydrogenase	2203	2741	0,002999615	0,80372127	-0,315232833
7400528	7400528	7399383		-	-	SCO6662	transaldolase	2666	3558	2,16E-04	0,749297358	-0,41638973
7402722	7402688	7400592	7400533	-	-	SCO6663	transketolase	2296	2577	0,010580758	0,890958479	-0,166569895
	7402846	7403751		+	-	SCO6664	transcriptional regulator	8	7	1	1,142857143	0,192645078
	7405231	7403831		-	-	SCO6665	glucosidase	1	1	1	1	0
	7407651	7405534		-	-	SCO6666	hypothetical protein	2	1	1	2	1
	7408466	7407798		-	-	SCO6667	two-component regulator	6	3	1	2	1
	7409680	7408463		-	-	SCO6668	two-component sensor	6	4	1	1,5	0,584962501
	7410506	7409712		-	-	SCO6669	transcriptional regulator	1	1	1	1	0
	7410645	7411970	7411970	+	-	SCO6670	glucosidase	36	21	0,275427258	1,714285714	0,777607579
	7413129	7411963		-	-	SCO6671	hypothetical protein	13	8	1	1625	0,700439718
7413410	7413412	7414299		+	-	SCO6672	hypothetical protein	38	52	1	0,730769231	-0,452512205
	7414296	7414976	7414976	+	-	SCO6673	hypothetical protein	33	37	1	0,891891892	-0,165059246
7415231	7415231	7414995	7414921	-	-	SCO6674	hypothetical protein	53	83	1	0,638554217	-0,647118977
7415983	7415983	7415327	7415327	-	-	SCO6675	DNA-binding protein	29	51	0,604211864	0,568627451	-0,814444347
7416168	7416168	7416875	7416920	+	-	SCO6676	hypothetical protein	26	32	1	0,8125	-0,299560282
	7417309	7416767		-	-	SCO6677	ABC transporter ATP-binding protein	1	1	1	1	0
	7418273	7417332		-	-	SCO6678	iron-sulfur oxidoreductase subunit beta	2	1	1	2	1
	7418440	7418270		-	-	SCO6679	hypothetical protein	1	1	1	1	0
	7419516	7418437		-	-	SCO6680	oxidoreductase subunit alpha	1	1	1	1	0
	7419664	7422456		+	-	SCO6681	Ser/Thr protein kinase	1	1	1	1	0
	7422494	7422622		+	-	SCO6682	hypothetical protein	20	34	1	0,588235294	-0,765534746
	7422658	7424568		+	-	SCO6683	ABC transporter ATP-binding protein	1	1	1	1	0
	7424565	7426391		+	-	SCO6684	ABC transporter ATP-binding protein	1	1	1	1	0
	7427004	7426396		-	-	SCO6685	two-component system response regulator	1	2	1	0,5	-1
7427518	7427533	7428411	7428411	+	-	SCO6686	hypothetical protein	48	48	1	1	0
	7428452	7433488		+	-	SCO6687	DNA-binding protein	24	19	1	1,263157895	0,337034987
	7433569	7437084		+	-	SCO6688	hypothetical protein	3	3	1	1	0
	7437081	7438847		+	-	SCO6689	hypothetical protein	1	1	1	1	0
	7440206	7438926		-	-	SCO6690	transmembrane transport protein	2	1	1	2	1
