Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;M145;MGM11;qValue;fold;log2(fold)
;7572336;7571107;;-;-;SCO6809;integral membrane transport protein;1;1;1;1;0
;7572801;7572343;;-;-;SCO6810;hypothetical protein;2;1;1;2;1
;7574263;7572869;;-;-;SCO6811;hypothetical protein;4;2;1;2;1
7574420;7574420;7574779;7574853;+;-;SCO6812;transcription regulator ArsR;24;82;8,48E-04;0,292682927;-1,772589504
7574864;7574897;7575238;7575238;+;-;SCO6813;transcription regulator ArsR;18;53;0,015999621;0,339622642;-1,557995453
;7576030;7575359;;-;-;SCO6814;ABC transporter ATP-binding protein;3;1;1;3;1,584962501
;7577847;7576036;;-;-;SCO6815;ABC transporter permease;3;1;1;3;1,584962501
;7578723;7577851;;-;-;SCO6816;ABC transporter binding lipoprotein;2;1;1;2;1
;7579403;7579044;;-;-;SCO6817;hypothetical protein;2;1;1;2;1
;7580935;7579400;;-;-;SCO6818;phosphoglyceromutase;1;1;1;1;0
;7582254;7580932;;-;-;SCO6819;3-phosphoshikimate 1-carboxyvinyltransferase;1;1;1;1;0
;7584639;7582309;;-;-;SCO6820;oxidoreductase;1;1;1;1;0
;7585664;7584942;;-;-;SCO6821;hypothetical protein;1;2;1;0,5;-1
;7586410;7587975;;+;-;SCO6822;integral membrane efflux protein;4;8;1;0,5;-1
7587993;7587993;7588445;7588452;+;-;SCO6823;transcription regulator ArsR;248;490;6,30E-05;0,506122449;-0,982441629
;7589635;7588532;;-;-;SCO6824;phosphonopyruvate decarboxylase (fragment);2;1;1;2;1
;7590327;7589632;;-;-;SCO6825;hypothetical protein;1;2;1;0,5;-1
;7591452;7590412;;-;-;SCO6826;hypothetical protein;1;2;1;0,5;-1
;7598555;7591479;;-;-;SCO6827;polyketide synthase;1;1;1;1;0
;7599249;7600730;;+;-;SCO6828;hypothetical protein;9;15;1;0,6;-0,736965594
7601569;7601569;7600790;7600789;-;-;SCO6829;oxidoreductase;14;31;0,029266558;0,451612903;-1,146841388
7601654;7601654;7602007;;+;-;SCO6830;transcription regulator ArsR;59;55;1;1,072727273;0,101283336
;7602498;7602773;;+;-;SCO6831;hypothetical protein;1;1;1;1;0
;7602829;7604424;;+;-;SCO6832;methylmalonyll-CoA mutase;2;2;1;1;0
;7604468;7604947;;+;-;SCO6833;isobutyryl-CoA mutase, small subunit;3;10;1;0,3;-1,736965594
;7606241;7605261;;-;-;SCO6834;thioredoxin reductase;5;8;1;0,625;-0,678071905
7606651;7606651;7606238;;-;-;SCO6835;arsenate reductase;6;59;1,64E-18;0,101694915;-3,297680549
;7606744;7607052;;+;-;SCO6836;transcription regulator ArsR;8;7;1;1,142857143;0,192645078
;7607049;7608155;;+;-;SCO6837;arsenic resistance membrane transport protein;11;5;1;2,2;1,137503524
;7608214;7609278;;+;-;SCO6838;monooxygenase;8;3;1;2,666666667;1,415037499
;7610765;7609452;;-;-;SCO6839;hypothetical protein;1;1;1;1;0
;7612807;7610762;;-;-;SCO6840;hypothetical protein;1;3;1;0,333333333;-1,584962501
;7613335;7614387;;+;-;SCO6841;hypothetical protein;1;7;1;0,142857143;-2,807354922
;7615928;7614564;;-;-;SCO6842;hypothetical protein;1;1;1;1;0
;7617112;7615994;;-;-;SCO6843;hypothetical protein;1;1;1;1;0
;7618383;7617112;;-;-;SCO6844;DNA methylase;1;1;1;1;0
;7619000;7618380;;-;-;SCO6845;hypothetical protein;1;1;1;1;0
;7619880;7619557;;-;-;SCO6846;hypothetical protein;1;1;1;1;0
;7620910;7620290;;-;-;SCO6847;hypothetical protein;1;1;1;1;0
;7621461;7621003;;-;-;SCO6848;hypothetical protein;1;1;1;1;0
;7623185;7621458;;-;-;SCO6849;hypothetical protein;1;1;1;1;0
;7624064;7623285;;-;-;SCO6850;hypothetical protein;1;1;1;1;0
;7624633;7624067;;-;-;SCO6851;hypothetical protein;1;1;1;1;0
;7625485;7624664;;-;-;SCO6852;hypothetical protein;1;1;1;1;0
;7625557;7625841;;+;-;SCO6853;hypothetical protein;1;1;1;1;0
;7626660;7625857;;-;-;SCO6854;hypothetical protein;1;1;1;1;0
;7627040;7626657;;-;-;SCO6855;hypothetical protein;1;1;1;1;0
;7628124;7627477;;-;-;SCO6856;hypothetical protein;1;1;1;1;0
;7628879;7628121;;-;-;SCO6857;hypothetical protein;1;1;1;1;0
;7629609;7628905;;-;-;SCO6858;hypothetical protein;1;1;1;1;0
;7630453;7629623;;-;-;SCO6859;hypothetical protein;1;1;1;1;0
;7630887;7630450;;-;-;SCO6860;hypothetical protein;1;1;1;1;0
;7632703;7631006;;-;-;SCO6861;protein kinase-like protein;7;21;1;0,333333333;-1,584962501
7633062;7633056;7632712;7632704;-;-;SCO6862;hypothetical protein;72;213;1,12E-05;0,338028169;-1,564784619
;7633819;7633190;;-;-;SCO6863;hypothetical protein;1;1;1;1;0
;7635678;7633888;;-;-;SCO6864;hypothetical protein;1;1;1;1;0
;7636883;7635675;;-;-;SCO6865;regulatory protein;1;1;1;1;0
;7638457;7637267;;-;-;SCO6866;hypothetical protein;1;1;1;1;0
;7638912;7638454;;-;-;SCO6867;hypothetical protein;1;1;1;1;0
;7640056;7638950;;-;-;SCO6868;hypothetical protein;1;1;1;1;0
;7640792;7640049;;-;-;SCO6869;hypothetical protein;1;1;1;1;0
;7641461;7640844;;-;-;SCO6870;hypothetical protein;2;1;1;2;1
;7642568;7641501;;-;-;SCO6871;lipoprotein;1;1;1;1;0
;7643502;7642591;;-;-;SCO6872;hypothetical protein;1;1;1;1;0
;7643734;7643492;;-;-;SCO6873;hypothetical protein;1;1;1;1;0
;7644442;7643807;;-;-;SCO6874;hypothetical protein;1;1;1;1;0
;7644821;7644396;;-;-;SCO6875;hypothetical protein;1;1;1;1;0
;7645406;7644900;;-;-;SCO6876;hypothetical protein;1;1;1;1;0
;7646185;7645403;;-;-;SCO6877;hypothetical protein;1;1;1;1;0
;7647787;7646264;;-;-;SCO6878;ATP-binding protein;1;1;1;1;0
;7648277;7647816;;-;-;SCO6879;hypothetical protein;1;1;1;1;0
;7649820;7648378;;-;-;SCO6880;lipoprotein;1;1;1;1;0
;7651331;7649943;;-;-;SCO6881;ATP-binding protein;1;1;1;1;0
;7652060;7651368;;-;-;SCO6882;hypothetical protein;1;1;1;1;0
;7652374;7652060;;-;-;SCO6883;hypothetical protein;1;1;1;1;0
;7653630;7652497;;-;-;SCO6884;hypothetical protein;1;1;1;1;0
;7654146;7654901;;+;-;SCO6885;DNA methylase;1;1;1;1;0
;7655068;7655703;;+;-;SCO6886;hypothetical protein;1;1;1;1;0
;7655700;7656185;;+;-;SCO6887;hypothetical protein;1;1;1;1;0
;7656204;7656902;;+;-;SCO6888;hypothetical protein;1;1;1;1;0
;7656920;7657660;;+;-;SCO6889;hypothetical protein;1;1;1;1;0
;7657809;7658258;;+;-;SCO6890;hypothetical protein;1;1;1;1;0
;7658251;7658733;;+;-;SCO6891;hypothetical protein;1;1;1;1;0
;7658730;7659212;;+;-;SCO6892;hypothetical protein;1;1;1;1;0
;7659287;7659598;;+;-;SCO6893;hypothetical protein;1;1;1;1;0
;7659639;7660481;;+;-;SCO6894;hypothetical protein;1;1;1;1;0
;7660478;7660993;;+;-;SCO6895;regulator (fragment);1;1;1;1;0
;7660990;7662225;;+;-;SCO6896;hypothetical protein;1;1;1;1;0
;7662258;7662569;;+;-;SCO6897;hypothetical protein;1;1;1;1;0
;7662638;7663855;;+;-;SCO6898;carboxylase;1;1;1;1;0
;7663852;7665003;;+;-;SCO6899;hypothetical protein;1;1;1;1;0
;7665000;7665629;;+;-;SCO6900;hypothetical protein;1;1;1;1;0
;7665653;7666519;;+;-;SCO6901;hypothetical protein;1;1;1;1;0
;7666548;7667036;;+;-;SCO6902;hypothetical protein;1;1;1;1;0
;7667084;7667884;;+;-;SCO6903;hypothetical protein;1;1;1;1;0
;7667918;7668928;;+;-;SCO6904;hypothetical protein;1;1;1;1;0
;7669027;7669404;;+;-;SCO6905;hypothetical protein;1;9;1;0,111111111;-3,169925001
;7671207;7669618;;-;-;SCO6906;hypothetical protein;27;34;0,205579405;0,794117647;-0,332575339
;7671335;7672108;;+;-;SCO6907;DNA ligase;2;10;1;0,2;-2,321928095
;7673991;7672687;;-;-;SCO6908;hypothetical protein;4;3;1;1,333333333;0,415037499
;7674795;7675178;;+;-;SCO6909;hypothetical protein;3;7;1;0,428571429;-1,222392421
;7676473;7675634;;-;-;SCO6910;insertion element transposase;8;14;1;0,571428571;-0,807354922
;7677996;7678349;;+;-;SCO6913;hypothetical protein;3;12;1;0,25;-2
;7678455;7678745;;+;-;SCO6914;hypothetical protein;6;2;1;3;1,584962501
;7678761;7679582;;+;-;SCO6915;hypothetical protein;1;1;1;1;0
;7680447;7679755;;-;-;SCO6916;hypothetical protein;3;6;1;0,5;-1
7681016;7681016;7680528;7680523;-;-;SCO6917;hypothetical protein;111;122;0,401326347;0,909836066;-0,136321471
;7682922;7681180;;-;-;SCO6918;hypothetical protein;1;2;1;0,5;-1
;7683453;7682938;;-;-;SCO6919;hypothetical protein;1;1;1;1;0
;7683878;7683546;;-;-;SCO6920;hypothetical protein;1;1;1;1;0
;7685787;7684057;;-;-;SCO6921;hypothetical protein;1;1;1;1;0
;7686425;7685784;;-;-;SCO6922;hypothetical protein;1;1;1;1;0
;7687302;7686586;;-;-;SCO6923;hypothetical protein;1;1;1;1;0
;7688201;7687305;;-;-;SCO6924;DNA-binding protein;3;5;1;0,6;-0,736965594
;7689048;7688836;;-;-;SCO6925;hypothetical protein;1;5;1;0,2;-2,321928095
7689581;7689630;7690454;7690454;+;-;SCO6926;hypothetical protein;6;27;9,18E-05;0,222222222;-2,169925001
;7692905;7691781;;-;-;SCO6927;hypothetical protein;3;4;1;0,75;-0,415037499
;7694997;7692907;;-;-;SCO6928;O-methyltransferase;11;5;1;2,2;1,137503524
;7696275;7695016;;-;-;SCO6929;hypothetical protein;2;1;1;2;1
;7699360;7696262;;-;-;SCO6930;hypothetical protein;1;1;1;1;0
;7699626;7699447;;-;-;SCO6931;hypothetical protein;17;8;1;2,125;1,087462841
;7699795;7699664;;-;-;SCO6932;hypothetical protein;10;8;1;1,25;0,321928095
;7699873;7700322;;+;-;SCO6933;hypothetical protein;3;3;1;1;0
;7700728;7700261;;-;-;SCO6934;hypothetical protein;3;1;1;3;1,584962501
;7701378;7700803;;-;-;SCO6935;hypothetical protein;1;1;1;1;0
;7702028;7701375;;-;-;SCO6936;hypothetical protein;1;1;1;1;0
;7702585;7702025;;-;-;SCO6937;DNA-binding protein;1;1;1;1;0
;7703887;7702634;;-;-;SCO6938;acyl-CoA dehydrogenase;1;1;1;1;0
;7704611;7703970;;-;-;SCO6939;hypothetical protein;1;1;1;1;0
;7705189;7704611;;-;-;SCO6940;ATP/GTP binding protein;1;1;1;1;0
;7705652;7705245;;-;-;SCO6941;hypothetical protein;2;1;1;2;1
;7706164;7705649;;-;-;SCO6942;hypothetical protein;1;1;1;1;0
;7707743;7706226;;-;-;SCO6943;sensor histidine-kinase;1;2;1;0,5;-1
;7709672;7707771;;-;-;SCO6944;hypothetical protein;1;1;1;1;0
;7710085;7709876;;-;-;SCO6945;hypothetical protein;2;1;1;2;1
;7710167;7710406;;+;-;SCO6946;hypothetical protein;1;1;1;1;0
;7710446;7711951;;+;-;SCO6947;hypothetical protein;12;7;1;1,714285714;0,777607579
7711970;7711970;7712521;7712625;+;-;SCO6948;hypothetical protein;121;114;0,685672922;1,061403509;0,085973223
;7713266;7712805;;-;-;SCO6949;hypothetical protein;1;1;1;1;0
;7713425;7714828;;+;-;SCO6950;hypothetical protein;17;20;1;0,85;-0,234465254
;7714825;7715706;7715745;+;-;SCO6951;hypothetical protein;45;110;9,98E-05;0,409090909;-1,289506617
7716844;7716844;7715801;7715801;-;-;SCO6952;hypothetical protein;45;35;1;1,285714286;0,362570079
;7719441;7717864;;-;-;SCO6953;hypothetical protein;17;17;1;1;0
;7719817;7722720;;+;-;SCO6954;monovalent cation/H+ antiporter subunit A;1;1;1;1;0
;7722717;7723481;;+;-;SCO6955;monovalent cation/H+ antiporter subunit C;1;1;1;1;0
;7723478;7725217;;+;-;SCO6956;monovalent cation/H+ antiporter subunit D;1;1;1;1;0
;7725214;7725813;;+;-;SCO6957;monovalent cation/H+ antiporter subunit E;1;1;1;1;0
;7725810;7726127;;+;-;SCO6958;hypothetical protein;3;1;1;3;1,584962501
;7726124;7726489;;+;-;SCO6959;monovalent cation/H+ antiporter subunit G;1;1;1;1;0
7727039;7727039;7726503;7726166;-;-;SCO6960;hypothetical protein;232;296;0,035017281;0,783783784;-0,351472371
;7728259;7727111;;-;-;SCO6961;hypothetical protein;12;15;1;0,8;-0,321928095
;7729661;7728261;7728261;-;-;SCO6962;glutamine synthetase;39;37;0,712801843;1,054054054;0,075948853
;7730619;7729774;;-;-;SCO6963;lipoprotein;1;1;1;1;0
;7731587;7730937;;-;-;SCO6964;hypothetical protein;7;11;1;0,636363636;-0,652076697
;7731922;7731590;;-;-;SCO6965;hypothetical protein;10;5;1;2;1
;7733075;7732266;;-;-;SCO6966;lipase;9;19;1;0,473684211;-1,078002512
;7733254;7734441;;+;-;SCO6967;beta-ketoadipyl-CoA thiolase;22;22;0,935304113;1;0
;7734509;7736044;;+;-;SCO6968;long-chain-fatty-acid-CoA ligase;22;19;1;1,157894737;0,211504105
7736107;7736107;7736880;7736880;+;-;SCO6969;hypothetical protein;17;57;5,66E-05;0,298245614;-1,745427173
;7738951;7736807;;-;-;SCO6970;membrane transport protein;6;12;1;0,5;-1
7739795;7739795;7739022;7739001;-;-;SCO6971;precorrin 6A synthase;130;118;0,606778763;1,101694915;0,139724764
;7740392;7739853;;-;-;SCO6972;hypothetical protein;19;16;1;1,1875;0,247927513
7741057;7741057;7740635;7740635;-;-;SCO6973;hypothetical protein;29;62;0,053079175;0,467741935;-1,096215315
;7741956;7741171;;-;-;SCO6974;GntR family transcriptional regulator;11;9;1;1,222222222;0,289506617
;7743884;7742010;;-;-;SCO6975;acetolactate synthase;6;8;1;0,75;-0,415037499
;7744777;7743881;;-;-;SCO6976;hypothetical protein;7;9;1;0,777777778;-0,362570079
;7745727;7744831;;-;-;SCO6977;hypothetical protein;4;8;1;0,5;-1
;7746703;7745741;;-;-;SCO6978;carbohydrate kinase;9;11;1;0,818181818;-0,289506617
;7746957;7747979;;+;-;SCO6979;solute-binding lipoprotein;27;10;0,084713755;2,7;1,432959407
;7747976;7749055;;+;-;SCO6980;ABC transporter membrane protein;9;6;1;1,5;0,584962501
;7749062;7750054;;+;-;SCO6981;ABC transporter ATP-binding protein;13;3;1;4,333333333;2,115477217
;7750057;7750959;;+;-;SCO6982;hypothetical protein;5;8;1;0,625;-0,678071905
7751075;7751075;7751488;7751512;+;-;SCO6983;hypothetical protein;33;61;0,119659895;0,540983607;-0,886343218
;7752603;7751527;;-;-;SCO6984;oxidoreductase;16;9;1;1,777777778;0,830074999
;7753763;7752600;;-;-;SCO6985;hypothetical protein;10;8;1;1,25;0,321928095
;7753893;7754939;;+;-;SCO6986;DNA-binding protein;1;2;1;0,5;-1
;7755003;7755470;;+;-;SCO6987;hypothetical protein;1;1;1;1;0
;7756784;7755621;;-;-;SCO6988;oxidoreductase;13;27;0,040544876;0,481481481;-1,054447784
;7757431;7756901;;-;-;SCO6989;hypothetical protein;2;9;1;0,222222222;-2,169925001
;7758473;7757496;;-;-;SCO6990;membrane transport protein;9;17;1;0,529411765;-0,91753784
;7758904;7759110;;+;-;SCO6991;hypothetical protein;1;3;1;0,333333333;-1,584962501
;7760904;7759825;;-;-;SCO6992;regulatory protein;8;21;1;0,380952381;-1,392317423
;7760983;7762803;;+;-;SCO6993;regulatory protein;2;2;1;1;0
;7766112;7762852;;-;-;SCO6994;hypothetical protein;7;11;1;0,636363636;-0,652076697
;7766257;7767690;;+;-;SCO6995;protease;3;1;1;3;1,584962501
7767754;7767762;7768337;;+;-;SCO6996;RNA polymerase sigma factor;41;129;2,58E-06;0,317829457;-1,653675251
;7768334;7768825;7768838;+;-;SCO6997;hypothetical protein;84;102;0,273760498;0,823529412;-0,280107919
;7770083;7768860;;-;-;SCO6998;cytochrome P450;3;5;1;0,6;-0,736965594
;7770960;7770163;;-;-;SCO6999;hypothetical protein;17;9;1;1,888888889;0,91753784
7773297;7773279;7771060;7771038;-;-;SCO7000;isocitrate dehydrogenase;1462;717;1;2,039051604;1,027898287
;7774443;7773382;;-;-;SCO7001;hypothetical protein;16;24;0,283523058;0,666666667;-0,584962501
;7776130;7774616;;-;-;SCO7002;amino acid/metabolite permease;5;7;1;0,714285714;-0,485426827
;7777172;7776162;;-;-;SCO7003;hypothetical protein;8;27;0,001510908;0,296296296;-1,754887502
;7777445;7778884;;+;-;SCO7004;carbohydrate kinase;9;22;0,011925623;0,409090909;-1,289506617
;7778881;7780284;;+;-;SCO7005;oxidoreductase;1;6;1;0,166666667;-2,584962501
;7780281;7781531;;+;-;SCO7006;oxidoreductase;2;4;1;0,5;-1
;7782447;7781548;;-;-;SCO7007;hypothetical protein;1;3;1;0,333333333;-1,584962501
;7782661;7784535;;+;-;SCO7008;ABC transporter ATP-binding protein;1;4;1;0,25;-2
7786381;7786367;7784586;7784543;-;-;SCO7009;hypothetical protein;140;166;0,086142587;0,843373494;-0,245756414
;7788084;7786480;;-;-;SCO7010;alpha glucosidase;1;1;1;1;0
;7789104;7788229;;-;-;SCO7011;membrane transport protein;3;1;1;3;1,584962501
;7790082;7789123;;-;-;SCO7012;binding protein dependent transport protein;2;2;1;1;0
;7791565;7790150;;-;-;SCO7013;sugar-binding lipoprotein;6;3;1;2;1
;7792730;7791717;;-;-;SCO7014;LacI family transcriptional regulator;21;30;0,205639885;0,7;-0,514573173
;7797124;7792823;;-;-;SCO7015;glycosyl hydrolase;3;2;1;1,5;0,584962501
7798419;7798381;7797371;7797371;-;-;SCO7016;LacI family transcriptional regulator;58;66;0,318608482;0,878787879;-0,186413124
7799447;7799325;7798420;7798420;-;-;SCO7017;hypothetical protein;125;87;1;1,436781609;0,522840789
7800071;7800083;7801600;7801666;+;-;SCO7018;hypothetical protein;46;84;0,002296512;0,547619048;-0,868755467
;7804737;7801756;;-;-;SCO7019;alpha-amylase;2;1;1;2;1
;7805118;7806638;;+;-;SCO7020;alpha-amylase;4;2;1;2;1
7806938;7807021;7808124;7808124;+;-;SCO7021;hypothetical protein;85;164;1,74E-04;0,518292683;-0,948161068
7808125;7808129;7809061;7809061;+;-;SCO7022;hypothetical protein;37;59;0,055933929;0,627118644;-0,673189684
;7809224;7810459;;+;-;SCO7023;hypothetical protein;2;14;1;0,142857143;-2,807354922
;7810502;7811068;;+;-;SCO7024;acetyltransferase;27;13;0,344951299;2,076923077;1,054447784
7812102;7812095;7811193;7811193;-;-;SCO7025;LysR family transcriptional regulator;7;24;0,004985726;0,291666667;-1,777607579
;7812182;7812625;;+;-;SCO7026;hypothetical protein;1;1;1;1;0
;7813802;7812783;;-;-;SCO7027;LacI family transcriptional regulator;6;17;1;0,352941176;-1,502500341
;7813971;7815275;;+;-;SCO7028;sugar-binding lipoprotein;2;1;1;2;1
;7815286;7816242;;+;-;SCO7029;binding-protein-dependent transport protein;1;1;1;1;0
;7816239;7817057;;+;-;SCO7030;binding-protein-dependent transport protein;1;1;1;1;0
;7817054;7819447;;+;-;SCO7031;beta-D-xylosidase;2;1;1;2;1
;7820142;7819501;;-;-;SCO7032;hypothetical protein;28;14;0,403499371;2;1
7821806;7821806;7820139;;-;-;SCO7033;regulatory protein;67;68;0,317791183;0,985294118;-0,021373651
;7821937;7823205;;+;-;SCO7034;aminotransferase;1;1;1;1;0
;7823274;7824713;;+;-;SCO7035;succinate-semialdehyde dehydrogenase;1;1;1;1;0
7824771;7824771;7826216;7826249;+;-;SCO7036;argininosuccinate synthase;44;26;1;1,692307692;0,7589919
;7826610;7830005;;+;-;SCO7037;hypothetical protein;1;1;1;1;0
;7832324;7830042;;-;-;SCO7038;hypothetical protein;27;24;0,789260872;1,125;0,169925001
;7832713;7832321;;-;-;SCO7039;ABC transporter ATP-binding protein;1;12;1;0,083333333;-3,584962501
7834241;7834235;7832790;7832766;-;-;SCO7040;glyceraldehyde-3-phosphate dehydrogenase;125;70;0,849736441;1,785714286;0,836501268
7834422;7834447;7834857;7834864;+;-;SCO7041;hypothetical protein;199;130;1;1,530769231;0,614256808
7835298;7835298;7834891;7834793;-;-;SCO7042;MarR family transcriptional regulator;74;319;6,99E-15;0,231974922;-2,107959248
;7835383;7835715;;+;-;SCO7043;hypothetical protein;1;17;1;0,058823529;-4,087462841
7835801;7835928;7836392;;+;ccrB;SCO7044;camphor resistance protein CrcB;8;47;2,09E-06;0,170212766;-2,554588852
;7836389;7836733;;+;-;SCO7045;hypothetical protein;13;13;1;1;0
;7836730;7837104;;+;ccrB;SCO7046;camphor resistance protein CrcB;8;20;1;0,4;-1,321928095
;7837144;7837980;;+;uppP;SCO7047;UDP pyrophosphate phosphatase;18;7;0,184084944;2,571428571;1,362570079
7839046;7839046;7838003;;-;-;SCO7048;delta fatty acid desaturase;40;16;0,133280519;2,5;1,321928095
7839207;7839207;7840130;;+;-;SCO7049;glutaminase;41;28;1;1,464285714;0,550197083
;7841403;7840162;;-;-;SCO7050;D-alanyl-D-alanine carboxypeptidase;3;4;1;0,75;-0,415037499
;7842710;7841463;;-;rho;SCO7051;transcription termination factor Rho;10;4;1;2,5;1,321928095
;7843300;7842905;;-;-;SCO7052;hypothetical protein;1;3;1;0,333333333;-1,584962501
;7844103;7843684;;-;-;SCO7053;hypothetical protein;4;3;1;1,333333333;0,415037499
;7844184;7844771;;+;-;SCO7054;hypothetical protein;9;22;0,07760099;0,409090909;-1,289506617
;7844776;7845501;;+;-;SCO7055;methyltransferase;4;6;1;0,666666667;-0,584962501
7846272;7846272;7845511;7845511;-;-;SCO7056;GntR family transcriptional regulator;29;35;0,554476842;0,828571429;-0,271302022
7847383;7847365;7846397;7846372;-;-;SCO7057;esterase;105;78;1;1,346153846;0,428843299
;7848067;7847483;7847483;-;-;SCO7058;hypothetical protein;36;41;0,75936602;0,87804878;-0,187627003
7848994;7848921;7848220;7848068;-;-;SCO7059;oxidoreductase;59;109;0,010741862;0,541284404;-0,885541275
7849600;7849600;7848995;7848995;-;-;SCO7060;hypothetical protein;67;96;0,093094326;0,697916667;-0,51887331
7850188;7850187;7849651;7849601;-;-;SCO7061;MarR family transcriptional regulator;17;30;0,218666297;0,566666667;-0,819427754
7850312;7850449;7851291;7851291;+;-;SCO7062;methylase;7;42;7,81E-09;0,166666667;-2,584962501
;7853389;7851281;;-;-;SCO7063;hypothetical protein;3;7;1;0,428571429;-1,222392421
;7853666;7854562;;+;-;SCO7064;hypothetical protein;1;1;1;1;0
7854651;7854655;7855026;7855026;+;-;SCO7065;hypothetical protein;56;51;1;1,098039216;0,13492958
;7855137;7857152;;+;-;SCO7066;2,4-dienoyl-CoA reductase;9;5;1;1,8;0,847996907
;7857217;7857768;;+;-;SCO7067;hypothetical protein;10;16;1;0,625;-0,678071905
;7858376;7857789;;-;-;SCO7068;hypothetical protein;1;1;1;1;0
;7859510;7858527;;-;-;SCO7069;hydrolase;1;4;1;0,25;-2
;7859605;7860771;;+;-;SCO7070;hypothetical protein;3;11;1;0,272727273;-1,874469118
7861231;7861221;7860829;7860810;-;-;SCO7071;hypothetical protein;85;51;0,945792316;1,666666667;0,736965594
;7861831;7861232;7861232;-;-;SCO7072;hypothetical protein;78;29;0,080165139;2,689655172;1,427421224
7862880;7862873;7861881;7861881;-;-;SCO7073;dihydroxyacetone kinase subunit DhaK;97;118;0,092531995;0,822033898;-0,282730207
;7863191;7863367;;+;-;SCO7074;hypothetical protein;1;1;1;1;0
7863787;7863791;7864483;;+;-;SCO7075;two component response regulator protein;38;31;1;1,225806452;0,293731203
;7864480;7865931;;+;-;SCO7076;two-component histidine kinase;15;23;0,138006924;0,652173913;-0,61667136
;7868298;7866148;;-;-;SCO7077;hypothetical protein;12;7;1;1,714285714;0,777607579
;7869120;7868683;;-;-;SCO7078;insertion element transposase (fragment);1;4;1;0,25;-2
;7870519;7869683;;-;-;SCO7080;insertion element transposase;8;10;1;0,8;-0,321928095
;7871921;7870734;;-;-;SCO7081;phospholipase;23;29;0,343813128;0,793103448;-0,334419039
;7872507;7872043;;-;-;SCO7082;hypothetical protein;1;1;1;1;0
;7872801;7872697;;-;-;SCO7083;insertion element transposase (fragment);1;1;1;1;0
;7872834;7872977;;+;-;SCO7084;hypothetical protein;4;3;1;1,333333333;0,415037499
;7873167;7873427;;+;-;SCO7085;hypothetical protein;1;1;1;1;0
;7873947;7873600;;-;-;SCO7086;MerR family transcriptional regulator;16;22;0,92799376;0,727272727;-0,459431619
7874908;7874908;7873970;;-;-;SCO7087;oxidoreductase;12;35;0,002162406;0,342857143;-1,544320516
;7876051;7875374;;-;-;SCO7088;two-component system response regulator;1;3;1;0,333333333;-1,584962501
;7877241;7876048;;-;-;SCO7089;two-component system sensor kinase;6;5;1;1,2;0,263034406
;7879581;7877335;;-;-;SCO7090;hypothetical protein;1;1;1;1;0
;7880010;7879864;;-;-;SCO7091;hypothetical protein;1;4;1;0,25;-2
;7880228;7881130;;+;-;SCO7092;hypothetical protein;14;6;1;2,333333333;1,222392421
7881841;7881841;7884639;7884639;+;-;SCO7093;transcriptional regulator;27;55;1,58E-04;0,490909091;-1,026472211
;7885962;7884751;;-;-;SCO7094;flavohemoprotein;1;1;1;1;0
;7887082;7886126;;-;-;SCO7095;hydrolase;4;1;1;4;2
;7887321;7887665;;+;-;SCO7096;hypothetical protein;1;1;1;1;0
;7888284;7887694;;-;-;SCO7097;MarR family regulatory protein;1;1;1;1;0
;7889113;7888577;;-;-;SCO7098;hypothetical protein;1;1;1;1;0
;7890168;7889266;;-;-;SCO7099;RNA polymerase sigma factor;1;2;1;0,5;-1
;7890426;7891208;;+;-;SCO7100;oxidoreductase;11;10;1;1,1;0,137503524
;7891305;7892660;;+;-;SCO7101;dehydrogenase;5;14;1;0,357142857;-1,485426827
7893322;7893258;7892704;7892511;-;-;SCO7102;hypothetical protein;351;547;0,027789431;0,641681901;-0,640069802
;7893752;7893453;;-;-;SCO7103;hypothetical protein;4;5;1;0,8;-0,321928095
7894038;7894195;7895073;7895073;+;-;SCO7104;RNA polymerase sigma factor;30;106;1,14E-08;0,283018868;-1,821029859
;7896021;7895116;;-;-;SCO7105;RNA polymerase sigma factor;1;1;1;1;0
;7896424;7896690;;+;-;SCO7106;hypothetical protein;1;6;1;0,166666667;-2,584962501
;7897409;7896813;;-;-;SCO7107;hypothetical protein;1;1;1;1;0
;7898264;7897518;;-;-;SCO7108;hypothetical protein;18;3;9,75E-04;6;2,584962501
;7900149;7898419;;-;-;SCO7109;oxidoreductase;1;1;1;1;0
;7900323;7900712;;+;-;SCO7110;ferredoxin;1;4;1;0,25;-2
7901359;7901153;7900740;7900740;-;-;SCO7111;hydroperoxide resistance protein;57;36;1;1,583333333;0,662965013
7902265;7902256;7901360;7901360;-;-;SCO7112;ECF family RNA polymerase sigma factor;154;139;0,466067399;1,107913669;0,147845468
;7902488;7903123;;+;-;SCO7113;hypothetical protein;1;1;1;1;0
;7904521;7903130;;-;-;SCO7114;hypothetical protein;1;1;1;1;0
;7905621;7904521;;-;-;SCO7115;hypothetical protein;1;1;1;1;0
;7906456;7905713;;-;-;SCO7116;hypothetical protein;1;1;1;1;0
;7907715;7906453;;-;-;SCO7117;ferredoxin reductase;1;1;1;1;0
;7908628;7907864;;-;-;SCO7118;hypothetical protein;1;1;1;1;0
;7908808;7909746;;+;-;SCO7119;dehydrogenase;1;1;1;1;0
